Company Name,Address 1,City,State,Zip,Phone,Google Link
California Pizza Kitchen,99 N Los Robles Ave,PASADENA,CA,91101-1736,6265859020.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Pasadena/@34.147541,-118.141743,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2c36ed314d92b:0xa131fceb6a302b3a!8m2!3d34.147541!4d-118.141743"
California Pizza Kitchen,325 Christiana Mall,NEWARK,DE,19702-3205,3025332541.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Christiana/@39.6341674,-75.778008,11z/data=!3m1!5s0x89c7013d89725bdf:0x634d9f5eead3d950!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+325+Christiana+Mall+NEWARK+DE+19702-3205!3m4!1s0x89c7013d91b1d747:0xb582678108bab5f7!8m2!3d39.6790287!4d-75.653272?hl=en"
California Pizza Kitchen,1515 Lake Cook Rd,NORTHBROOK,IL,60062-1441,8478975106.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Northbrook+Court/@42.1501539,-87.8169003,17z/data=!3m1!4b1!4m5!3m4!1s0x880fc0df2339fbcb:0xfeb25d8e0656e23!8m2!3d42.1501539!4d-87.8169003"
California Pizza Kitchen,1 Keolani Pl,KAHULUI,HI,96732,8088775858.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@20.8931401,-156.4371815,17z/data=!3m1!4b1!4m5!3m4!1s0x7954d2c0b019e56f:0x894488d1e9d91c4a!8m2!3d20.8931401!4d-156.4371815"
California Pizza Kitchen,255 E Basse Rd,SAN ANTONIO,TX,78209-8337,2104242014.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Alamo+Quarry+Market/@29.497705,-98.48149,17z/data=!3m1!4b1!4m5!3m4!1s0x865cf560fb9e27ed:0x4172beb576e5793!8m2!3d29.497705!4d-98.48149"
California Pizza Kitchen,1000 Ross Park Mall Dr,PITTSBURGH,PA,15237-3837,4125481399.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Ross+Park/@40.5434064,-80.0102743,17z/data=!3m1!5s0x88348ca08afde1e1:0x9ed59be44cdb0480!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+1000+Ross+Park+Mall+Dr+PITTSBURGH+PA+15237-3837!3m4!1s0x88348b5f792c851f:0x7a3a266e7c765f28!8m2!3d40.542813!4d-80.008753?hl=en"
California Pizza Kitchen,400 Commons Way,BRIDGEWATER,NJ,8807,9085661225.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Bridgewater+Commons/@40.58542,-74.619462,17z/data=!3m1!4b1!4m5!3m4!1s0x89c3951567d84e97:0x4cacbc1c9c697ddd!8m2!3d40.58542!4d-74.619462"
California Pizza Kitchen,2610 Sawgrass Mills Cir,SUNRISE,FL,33323,9544652041.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Sawgrass+Mills+Mall/@26.153427,-80.321944,17z/data=!3m1!4b1!4m5!3m4!1s0x88d9091d83f24fab:0xc311774e11f4657a!8m2!3d26.153427!4d-80.321944"
California Pizza Kitchen,56 Rome Cir,KANSAS CITY,MO,64153-1119,8165612420.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@39.2949445,-94.7208705,17z/data=!3m1!4b1!4m5!3m4!1s0x87c05e1ba70cfccb:0x86cde6c8005cef38!8m2!3d39.2949445!4d-94.7208705"
California Pizza Kitchen,5465 Alton Pkwy,IRVINE,CA,92604-3716,9493961120.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@33.670339,-117.788647,17z/data=!3m1!4b1!4m5!3m4!1s0x80dcdda1479cbdb5:0x3fe9537df198cea1!8m2!3d33.670339!4d-117.788647"
California Pizza Kitchen,10945 Oval Park Dr,LAS VEGAS,NV,89135-1447,7029785759.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Summerlin/@36.151547,-115.331923,17z/data=!3m1!4b1!4m5!3m4!1s0x80c8bf210cb81b9d:0xdfee9280bf845b8d!8m2!3d36.151547!4d-115.331923"
California Pizza Kitchen,521 Spectrum Center Dr,IRVINE,CA,92618-4955,9495859531.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Irvine+Spectrum/@33.6522905,-117.7457813,17z/data=!3m1!4b1!4m5!3m4!1s0x80dce7fbc716de07:0x45d46c5e3ea94179!8m2!3d33.6522905!4d-117.7457813"
California Pizza Kitchen,10001 Perkins Rowe,BATON ROUGE,LA,70810-2092,2257663840.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Perkins+Rowe/@30.37957,-91.094985,17z/data=!3m1!4b1!4m5!3m4!1s0x8626a507473214af:0xdea10a3c6ebc7199!8m2!3d30.37957!4d-91.094985"
California Pizza Kitchen,1001 Broxton Ave,LOS ANGELES,CA,90024-2803,3102099197.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Westwood/@34.062305,-118.447162,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2bc83938679e7:0xc414921b7849fd9!8m2!3d34.062305!4d-118.447162"
California Pizza Kitchen,10590 Old Olive Street Rd,CREVE COEUR,MO,63141-5954,3145677835.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Creve+Coeur/@38.67387,-90.412793,17z/data=!3m1!4b1!4m5!3m4!1s0x87d8cb3d0a50effd:0x1cd4df1a55d36f9e!8m2!3d38.67387!4d-90.412793"
California Pizza Kitchen,1100 Del Monte Ctr,MONTEREY,CA,93940-6148,8313754975.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Monterey/@36.584902,-121.898824,17z/data=!3m1!4b1!4m5!3m4!1s0x808de42c900a7569:0xd0a97af4f3598932!8m2!3d36.584902!4d-121.898824"
California Pizza Kitchen,11401 Pines Blvd,PEMBROKE PINES,FL,33026-4104,9544321498.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Pembroke+Pines/@26.009992,-80.304813,17z/data=!3m1!4b1!4m5!3m4!1s0x88d9a66d63e8aad1:0x993394ba6527aa6d!8m2!3d26.009992!4d-80.304813"
California Pizza Kitchen,11800 W Broad St,RICHMOND,VA,23233-7901,8043649047.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Short+Pump/@37.6561411,-77.619383,17z/data=!3m1!4b1!4m5!3m4!1s0x89b16a70984ab453:0x64b0323f908bf0d!8m2!3d37.6561411!4d-77.619383"
California Pizza Kitchen,11840 SE 82nd Ave,HAPPY VALLEY,OR,97086-7768,5036590760.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Clackamas+Town+Center/@45.4349492,-122.5757012,17z/data=!3m1!4b1!4m5!3m4!1s0x54957577559abd49:0xbc3d174c940c227c!8m2!3d45.4349492!4d-122.5757012"
California Pizza Kitchen,12171 Seal Beach Blvd,SEAL BEACH,CA,90740-2633,5624302695.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Rossmoor+Center/@33.7855851,-118.0724287,17z/data=!3m1!4b1!4m5!3m4!1s0x80dd2e53947d9e27:0xe66d4c11c0ef31c6!8m2!3d33.7855851!4d-118.0724287"
California Pizza Kitchen,12517 N Mainstreet,RANCHO CUCAMONGA,CA,91739-8889,9098998611.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Victoria+Gardens/@34.111983,-117.532402,17z/data=!3m1!4b1!4m5!3m4!1s0x80c34a1bd449261f:0x17a6b5c5ef46c87f!8m2!3d34.111983!4d-117.532402"
California Pizza Kitchen,1 Garden State Plz,PARAMUS,NJ,7652,2015870005.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@40.9165249,-74.0773064,17z/data=!3m1!4b1!4m5!3m4!1s0x89c2fa52cfea137d:0x60b55f5298d41393!8m2!3d40.9165249!4d-74.0773064"
California Pizza Kitchen,1065 Brea Mall,BREA,CA,92821-5718,7146720407.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Brea+Mall/@33.9153422,-117.8864509,17z/data=!3m1!4b1!4m5!3m4!1s0x80dcd506487ec8af:0x8443adc086b1507c!8m2!3d33.9153422!4d-117.8864509"
California Pizza Kitchen,109 W County Center,DES PERES,MO,63131-3702,3149090333.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+West+County+Mall/@38.6019391,-90.4465149,17z/data=!3m1!4b1!4m5!3m4!1s0x87d8cd8669666825:0xf879e664e77a6b32!8m2!3d38.6019391!4d-90.4465149"
California Pizza Kitchen,1151 Newport Center Dr,NEWPORT BEACH,CA,92660-6950,9497595543.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Newport+Beach/@33.615006,-117.876945,17z/data=!3m1!4b1!4m5!3m4!1s0x80dcdeedec1a53fb:0x35b53bb3b0acfbb8!8m2!3d33.615006!4d-117.876945"
California Pizza Kitchen,11745 W Interstate 10,SAN ANTONIO,TX,78230-1068,2106994275.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+San+Antonio/@29.5496688,-98.5845925,17z/data=!3m2!4b1!5s0x865c672f7508bdfd:0x7edf0a3ad503cda5!4m5!3m4!1s0x865c672f5eee355d:0xa5f8b5452155a7ec!8m2!3d29.5496642!4d-98.5824038?hl=en"
California Pizza Kitchen,118 Shawan Rd,HUNT VALLEY,MD,21030-1368,4107853336.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Hunt+Valley+Town+Center/@39.4989178,-76.6547897,17z/data=!3m1!4b1!4m5!3m4!1s0x89c81262654104f1:0xaf7d6b1a640e2e24!8m2!3d39.4989178!4d-76.6547897"
California Pizza Kitchen,1190 Roseville Pkwy,ROSEVILLE,CA,95678-6653,9167814950.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Fountains+at+Roseville/@38.7692068,-121.2685826,17z/data=!3m1!4b1!4m5!3m4!1s0x809b21d3f48afc79:0xb62a594b1eec6136!8m2!3d38.7692068!4d-121.2685826"
California Pizza Kitchen,1200 Morris Tpke,SHORT HILLS,NJ,07078-0427,9733793700.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Short+Hills+Mall/@40.740227,-74.363723,17z/data=!3m1!4b1!4m5!3m4!1s0x89c3af1cb94e1007:0xcdd346b8d92d9ba5!8m2!3d40.740227!4d-74.363723"
California Pizza Kitchen,1201 S Hayes St,ARLINGTON,VA,22202-2700,7034124900.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Pentagon/@38.8629366,-77.0591838,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7b6df29ed2eef:0xedcfa8b4be00255!8m2!3d38.8629366!4d-77.0591838"
California Pizza Kitchen,12265 Ventura Blvd,STUDIO CITY,CA,91604-2531,8185056437.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Studio+City/@34.14332,-118.400382,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2bdfb0c7430cd:0x56fd30a1b618a5ff!8m2!3d34.14332!4d-118.400382"
California Pizza Kitchen,1493 Saint Louis Galleria,RICHMOND HEIGHTS,MO,63117-1112,3148634500.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+St.+Louis/@38.6342588,-90.3478041,17z/data=!3m1!4b1!4m5!3m4!1s0x87d8cb3d0a50effd:0x1ec4f01801fc4fbf!8m2!3d38.6342588!4d-90.3478041"
California Pizza Kitchen,1500 Polaris Pkwy,COLUMBUS,OH,43240-2130,6149856304.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Polaris/@40.144549,-82.983115,17z/data=!3m1!4b1!4m5!3m4!1s0x8838f46528e27405:0x7e6479a0a9e7dc39!8m2!3d40.144549!4d-82.983115"
California Pizza Kitchen,200 Central Park Ave,VIRGINIA BEACH,VA,23462-3021,7574562630.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Virginia+Beach/@36.842345,-76.133679,17z/data=!3m1!4b1!4m5!3m4!1s0x89ba959fbc1f4937:0xc288a071218aa86e!8m2!3d36.842345!4d-76.133679"
California Pizza Kitchen,20502 N Rand Rd,DEER PARK,IL,60010-7234,8475500273.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Deer+Park/@42.160958,-88.051708,17z/data=!3m1!4b1!4m5!3m4!1s0x880fa3a01bbb5ae5:0xe88e33762a7bb91d!8m2!3d42.160958!4d-88.051708"
California Pizza Kitchen,210 Wilshire Blvd,SANTA MONICA,CA,90401-1202,3103939335.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Santa+Monica/@34.017802,-118.499689,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2a4c5bf9d3323:0x1b38b15b70f04aef!8m2!3d34.017802!4d-118.499689"
California Pizza Kitchen,25365 Cedar Rd,LYNDHURST,OH,44124-3785,2163824907.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Legacy+Village/@41.503361,-81.501605,17z/data=!3m1!4b1!4m5!3m4!1s0x8831026c27b27389:0x6bcfef4da8565945!8m2!3d41.503361!4d-81.501605"
California Pizza Kitchen,2800 N Main St,SANTA ANA,CA,92701,7144790604.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Santa+Ana/@33.7749224,-117.8693239,17z/data=!3m1!4b1!4m5!3m4!1s0x80dcd9cedff677f1:0x2e9387a7134e8338!8m2!3d33.7749224!4d-117.8693239"
California Pizza Kitchen,3 Westfarms Mall,FARMINGTON,CT,06032-2631,8605611027.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+WestFarms/@41.7240004,-72.7632128,17z/data=!3m1!4b1!4m5!3m4!1s0x89e7ad9bfb587e17:0x36a9d4f3d7bb0708!8m2!3d41.7240004!4d-72.7632128"
California Pizza Kitchen,300 Monticello Ave,NORFOLK,VA,23510-4400,7576227190.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+MacArthur+Center/@36.84927,-76.289533,17z/data=!3m1!4b1!4m5!3m4!1s0x89ba980dc43f6a07:0x2dd6495390900e82!8m2!3d36.84927!4d-76.289533"
California Pizza Kitchen,3000 E 1st Ave,DENVER,CO,80206-5640,3033885686.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Cherry+Creek/@39.7173963,-104.9526207,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7e908f66825f:0x93a7f30e4c48a7cc!8m2!3d39.7173963!4d-104.9526207"
California Pizza Kitchen,303 Memorial City,HOUSTON,TX,77024-2679,7133659473.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Memorial+City/@29.7806752,-95.5401808,17z/data=!3m1!5s0x8640c496398b473d:0x7edf0a3a4a24f79c!4m5!3m4!1s0x8640c49723231f99:0xf8d6b1489f1fe536!8m2!3d29.7806706!4d-95.5379921?hl=en"
California Pizza Kitchen,3163 W Chandler Blvd,CHANDLER,AZ,85226-4964,4808553301.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Chandler+Fashion+Center/@33.4390799,-112.1044152,11z/data=!3m1!5s0x872b00d6b2e39865:0xf16df7f7e623092b!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+3163+W+Chandler+Blvd+CHANDLER+AZ+85226-4964!3m4!1s0x872b00d5294e107d:0x17390974ccd01903!8m2!3d33.2997363!4d-111.8989098?hl=en"
California Pizza Kitchen,321 W Katella Ave,ANAHEIM,CA,92802-3614,7149910305.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Anaheim+Garden+Walk/@33.8036256,-117.9106411,17z/data=!3m1!4b1!4m5!3m4!1s0x80dcd7c31e793301:0x1f7c7c039dfd0618!8m2!3d33.8036256!4d-117.9106411"
California Pizza Kitchen,3301 E Main St,VENTURA,CA,93003-5092,8056395060.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Ventura/@34.267025,-119.248708,17z/data=!3m1!4b1!4m5!3m4!1s0x80e9ad4f26498b5f:0xf2430d602c638030!8m2!3d34.267025!4d-119.248708"
California Pizza Kitchen,3540 Riverside Plaza Dr,RIVERSIDE,CA,92506-2709,9516809362.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Riverside+Plaza/@33.9550066,-117.3905633,17z/data=!3m1!4b1!4m5!3m4!1s0x80dcb1b6de905543:0x32c94d3837cce035!8m2!3d33.9550066!4d-117.3905633"
California Pizza Kitchen,365 Central Park Ave,SCARSDALE,NY,10583-1319,9147220600.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Scarsdale/@40.8580643,-74.1186335,9z/data=!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+365+Central+Park+Ave+SCARSDALE+NY+10583-1319!3m4!1s0x89c2949cfe4a7867:0xf24f20ae8f4440c3!8m2!3d41.008775!4d-73.809732?hl=en"
California Pizza Kitchen,40820 Winchester Rd,TEMECULA,CA,92591-5526,9512960575.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Temecula/@33.5248125,-117.1530258,17z/data=!3m1!4b1!4m5!3m4!1s0x80db7e3dec73fea5:0x3dfb94019c58a952!8m2!3d33.5248125!4d-117.1530258"
California Pizza Kitchen,136 Boardwalk Pl,GAITHERSBURG,MD,20878-7342,3013300681.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Gaithersburg/@39.117224,-77.198475,17z/data=!3m1!4b1!4m5!3m4!1s0x89b62d524a402095:0x3a4bce041686d614!8m2!3d39.117224!4d-77.198475"
California Pizza Kitchen,1450 Ala Moana Blvd,HONOLULU,HI,96814-4629,8089417715.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@21.2904511,-157.8428579,17z/data=!3m1!4b1!4m5!3m4!1s0x7c006df045a36271:0x7822352f3ac29e22!8m2!3d21.2904511!4d-157.8428579"
California Pizza Kitchen,1550 E Golf Rd,SCHAUMBURG,IL,60173-4904,8474139200.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Schaumburg/@42.051046,-88.040069,17z/data=!3m1!4b1!4m5!3m4!1s0x880faf900a115a77:0x1c6435907c70691e!8m2!3d42.051046!4d-88.040069"
California Pizza Kitchen,156 S 400 W,SALT LAKE CITY,UT,84101-1145,8014560075.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+The+Gateway/@40.7006595,-111.9650292,12z/data=!3m1!5s0x8752f501c1ef742b:0x7edf0a3ad89a669c!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+156+S+400+W+SALT+LAKE+CITY+UT+84101-1145!3m4!1s0x8752f3c08b414db9:0x467a4c8c69846e3a!8m2!3d40.765806!4d-111.902808?hl=en"
California Pizza Kitchen,16101 Ventura Blvd,ENCINO,CA,91436-2511,8189077783.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Encino/@34.15671,-118.484348,17z/data=!3m1!4b1!4m5!3m4!1s0x80c297899002478b:0x75f98939f10f2a81!8m2!3d34.15671!4d-118.484348"
California Pizza Kitchen,1645 Briargate Pkwy,COLORADO SPRINGS,CO,80920-7687,7192608054.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Briargate/@39.4475979,-105.5244167,9z/data=!3m1!5s0x87134c32f6953d21:0x7edf0a3aa5f799f5!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+1645+Briargate+Pkwy+COLORADO+SPRINGS+CO+80920-7687!3m4!1s0x87134c33a60fbfe9:0xca14784ed5d50230!8m2!3d38.963644!4d-104.796038?hl=en"
California Pizza Kitchen,1711 29th St,BOULDER,CO,80301-1053,3034403390.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+29th+Street/@39.9750048,-105.3346357,11z/data=!3m1!5s0x876bedd0bf3936b1:0xff95595e4ce0158b!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+1711+29th+St+BOULDER+CO+80301-1053!3m4!1s0x876bedd0e8247935:0xee9324a5c662c3c!8m2!3d40.017532!4d-105.257155?hl=en"
California Pizza Kitchen,4211 Waialae Ave,HONOLULU,HI,96816-5331,8087379446.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Kahala+Mall/@21.277541,-157.78569,17z/data=!3m1!4b1!4m5!3m4!1s0x7c006d608472b023:0x476dd4eecdb4531b!8m2!3d21.277541!4d-157.78569"
California Pizza Kitchen,4400 Sharon Rd,CHARLOTTE,NC,28211-3672,7043646280.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+South+Park/@34.885789,-90.4720585,5z/data=!3m1!5s0x88569e6adb97f02b:0x663c92cc23f7a9cb!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+5501+Josh+Birmingham+Pkwy+CHARLOTTE+NC+28208!3m4!1s0x88569e15ed1421c7:0xf80241476659725c!8m2!3d35.1522311!4d-80.8318968?hl=en"
California Pizza Kitchen,5501 Josh Birmingham Pkwy,CHARLOTTE,NC,28208,7043594474.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@34.885789,-90.4720585,5z/data=!3m1!5s0x88569887545dbeb7:0x75fe5338f97dfe46!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+5501+Josh+Birmingham+Pkwy+CHARLOTTE+NC+28208!3m4!1s0x8856987db0abe6f9:0xcb0ea6bae8f9880!8m2!3d35.2193678!4d-80.9449887?hl=en"
California Pizza Kitchen,5665 N Centerpark Way,GLENDALE,WI,53209,4149678088.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Bayshore+Town+Center/@43.1210892,-87.9158439,17z/data=!3m1!4b1!4m5!3m4!1s0x88051e60b896047f:0x8b42e701362cc5df!8m2!3d43.1210892!4d-87.9158439"
California Pizza Kitchen,1735 Arden Way,SACRAMENTO,CA,95815-5009,9165680932.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Sacramento/@38.598984,-121.423666,17z/data=!3m1!4b1!4m5!3m4!1s0x809ada193b953301:0x824ae4167c767a1d!8m2!3d38.598984!4d-121.423666"
California Pizza Kitchen,1815 Hawthorne Blvd,REDONDO BEACH,CA,90278-3432,3103709931.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Redondo+Beach/@33.871576,-118.354501,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2b4f97a0167a3:0x5ca17c41b5397b42!8m2!3d33.871576!4d-118.354501"
California Pizza Kitchen,183 Linden St,WELLESLEY,MA,02482-7909,7814163690.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Linden+Square/@42.2997766,-71.2913335,17z/data=!3m1!4b1!4m5!3m4!1s0x89e386b435d21305:0x5629efcd325ee93!8m2!3d42.2997766!4d-71.2913335"
California Pizza Kitchen,18800 Ventura Blvd,TARZANA,CA,91356-3305,8183459925.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Tarzana/@34.171407,-118.543333,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2990e0cdbcfe5:0x33dda6ab6d0ea6fb!8m2!3d34.171407!4d-118.543333"
California Pizza Kitchen,2015 Birch Rd,CHULA VISTA,CA,91915-2020,6195914630.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Otay+Ranch+Town+Center/@32.625508,-116.965865,17z/data=!3m1!4b1!4m5!3m4!1s0x80d9459752c948e9:0x1c8e3da298e21f96!8m2!3d32.625508!4d-116.965865"
California Pizza Kitchen,207 S Beverly Dr,BEVERLY HILLS,CA,90210,3102751101.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Beverly+Hills/@34.064726,-118.399307,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2bbfbfc4f1ebf:0xbbeae7741e900f20!8m2!3d34.064726!4d-118.399307"
California Pizza Kitchen,21001 N Tatum Blvd,PHOENIX,AZ,85050-5221,4804733336.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Desert+Ridge/@33.676503,-111.974527,17z/data=!3m1!4b1!4m5!3m4!1s0x872b70e0a11e671f:0x3e3744adfd203acd!8m2!3d33.676503!4d-111.974527"
California Pizza Kitchen,2223 N West Shore Blvd,TAMPA,FL,33607-7221,8133538155.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+International+Plaza/@27.9639832,-82.521861,17z/data=!3m1!4b1!4m5!3m4!1s0x88c2c2536e5ca5ad:0x804c4681286b2ba2!8m2!3d27.9639832!4d-82.521861"
California Pizza Kitchen,2301 N Federal Hwy,FORT LAUDERDALE,FL,33305-2538,9545651196.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Ft.+Lauderdale/@26.156046,-80.11837,17z/data=!3m1!4b1!4m5!3m4!1s0x88d901ec9ccdaf47:0xc9cb2ecf38e20b4d!8m2!3d26.156046!4d-80.11837"
California Pizza Kitchen,25513 Marguerite Pkwy,MISSION VIEJO,CA,92692-2904,9499515026.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Mission+Viejo/@33.592743,-117.660328,17z/data=!3m1!4b1!4m5!3m4!1s0x80dceeb3743699bd:0xbcb3f9a5cd3456ec!8m2!3d33.592743!4d-117.660328"
California Pizza Kitchen,300 Miracle Mile,CORAL GABLES,FL,33134-5820,3057749940.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Miracle+Mile/@25.749488,-80.2627425,17z/data=!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+300+Miracle+Mile+CORAL+GABLES+FL+33134-5820!3m4!1s0x88d9b790a511cfdb:0x997a48265c7263b6!8m2!3d25.749233!4d-80.260816?hl=en"
California Pizza Kitchen,31005 Orchard Lake Rd,FARMINGTON HILLS,MI,48334-1384,2487375912.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Farmington/@42.5186776,-83.770182,9z/data=!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+37546+W+Six+Mile+Rd+LIVONIA+MI+48152-3923!3m4!1s0x8824ba6d7e5ecbaf:0x3317ad7c9465d186!8m2!3d42.5254418!4d-83.3617268?hl=en"
California Pizza Kitchen,3101 Pga Blvd,PALM BEACH GARDENS,FL,33410-2834,5616254682.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@26.8491596,-80.0856407,17z/data=!3m1!4b1!4m5!3m4!1s0x88df2a97e5e9b855:0x79d47c9dfc7d0b6d!8m2!3d26.8491596!4d-80.0856407"
California Pizza Kitchen,3400 Las Vegas Blvd S,LAS VEGAS,NV,89109-8923,7027917111.0,"https://www.google.com/maps/place/California+Pizza+Kitchen/@36.1206937,-115.1759811,17z/data=!4m5!3m4!1s0x80c8c415f0a42c77:0x1473633662e2e8bb!8m2!3d36.1206894!4d-115.1737924?hl=en"
California Pizza Kitchen,3401 Esperanza Xing,AUSTIN,TX,78758-8705,5128364400.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+The+Domain/@30.4003812,-97.7270762,17z/data=!3m1!4b1!4m5!3m4!1s0x8644cc71a32f4ad1:0x87685831e5798750!8m2!3d30.4003812!4d-97.7270762"
California Pizza Kitchen,37546 W Six Mile Rd,LIVONIA,MI,48152-3923,7345910476.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Livonia/@42.5186776,-83.770182,9z/data=!3m1!5s0x8824b276d3defc15:0xf07d58fb458a515b!4m8!1m2!2m1!1sCalifornia+Pizza+Kitchen+37546+W+Six+Mile+Rd+LIVONIA+MI+48152-3923!3m4!1s0x8824b27a754a7bf7:0x19feb9d73c16a54d!8m2!3d42.41469!4d-83.415237?hl=en"
California Pizza Kitchen,400 S Baldwin Ave,ARCADIA,CA,91007-1902,6264452610.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Santa+Anita/@34.134035,-118.051888,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2dbbcefc689e1:0x979045ee6846c5db!8m2!3d34.134035!4d-118.051888"
California Pizza Kitchen,4200 Fairfax Corner West Ave,FAIRFAX,VA,22030,7032228097.0,"https://www.google.com/maps/place/California+Pizza+Kitchen+at+Fairfax+Corner/@38.858542,-77.357073,17z/data=!3m1!4b1!4m5!3m4!1s0x89b64f6ad77e30bd:0xb977c3bf589707b3!8m2!3d38.858542!4d-77.357073"
