id,Keyword,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Facebook,Twitter,Instagram,Lat,Lng,Claimed,Category,Rating,Reviews,Top_Image_URL,Sub_Title,Pricing,Amenities,Summary,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,External_Urls,Photo_Tags,URL,Unnamed: 36,Status
41,Anthony's Coal Fired Pizza 1912 W Brandon Blvd BRANDON FL 33511-4814 (813) 409-3830,Anthony's Coal Fired Pizza,"1912 W Brandon Blvd, Brandon, FL 33511",1912 W Brandon Blvd,Brandon,FL,33511,"WMQM+7M Brandon, Florida",acfp.com,(813) 409-3830,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,27.9381854,-82.31578449999999,No,Pizza restaurant,4.5,931,https://lh5.googleusercontent.com/p/AF1QipPkltSI0iFahc-yDXpMb4ByTd_tXNWjgGv-Zh6l=w408-h612-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@27.9381854,-82.3179785,17z/data=!4m5!3m4!1s0x88c2ce648f900fa7:0x944249f2b1b345f9!8m2!3d27.9381854!4d-82.3157845?hl=en",,Scraped
40,Anthony's Coal Fired Pizza 3430 Sunrise Hwy WANTAGH NY 11793-4069 (516) 679-2625,Anthony's Coal Fired Pizza,"3430 Sunrise Hwy, Wantagh, NY 11793",3430 Sunrise Hwy,Wantagh,NY,11793,"MFCW+X4 Wantagh, New York",acfp.com,(516) 679-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.672478600000005,-73.5047435,No,Pizza restaurant,4.4,323,https://lh5.googleusercontent.com/p/AF1QipMVD_HcQgbAOo7Gy3du_Tv254j85aWwzEBPIKMY=w408-h277-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11AM–10PM,11AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.6724786,-73.5069375,17z/data=!3m1!5s0x89c27ec3322cf981:0x969c1fb603898eda!4m5!3m4!1s0x89c27f1b955b00fb:0x2e21d1b19ad1e64d!8m2!3d40.6724786!4d-73.5047435?hl=en",,Scraped
39,Anthony's Coal Fired Pizza 4180 Veterans Memorial Hwy BOHEMIA NY 11716-1032 (631) 647-2625,Anthony's Coal Fired Pizza,"4180 Veterans Memorial Hwy, Bohemia, NY 11716",4180 Veterans Memorial Hwy,Bohemia,NY,11716,"QWJ2+RQ Bohemia, New York",acfp.com,(631) 647-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.7820217,-73.09803120000001,No,Pizza restaurant,4.2,538,https://lh5.googleusercontent.com/p/AF1QipPFrdS8XQKpmczxLlMUqRmn8bJPBGPnNHPU4KUO=w408-h306-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11AM–10PM,11AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.7820217,-73.1002252,17z/data=!4m5!3m4!1s0x89e8362d1372f2b9:0xa4c3449976c64453!8m2!3d40.7820217!4d-73.0980312?hl=en",,Scraped
38,Anthony's Coal Fired Pizza 420 Northern Blvd GREAT NECK NY 11021-4813 (516) 482-0400,Anthony's Coal Fired Pizza,"420 Northern Blvd, Great Neck, NY 11021",420 Northern Blvd,Great Neck,NY,11021,"Q7HH+Q6 Great Neck, New York",,(516) 482-0400,,,,,40.779390500000005,-73.72196170000001,No,Pizza restaurant,4.3,377,https://lh5.googleusercontent.com/p/AF1QipMH8ZAd830UZTVmrnlz0dVs3fOgdpVhAiLL8btO=w426-h240-k-no,,$$,,,Closed,Closed,Closed,Closed,Closed,11:30–11:31AM,Closed,,"All, Menu, Food & drink, Vibe, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.7793905,-73.7241557,17z/data=!4m5!3m4!1s0x89c289bfad144685:0x71cf56fa38dcf291!8m2!3d40.7793905!4d-73.7219617?hl=en",,Scraped
37,Anthony's Coal Fired Pizza 512 N Pine Island Rd PLANTATION FL 33324-1308 (954) 474-3311,Anthony's Coal Fired Pizza,"512 N Pine Island Rd, Plantation, FL 33324",512 N Pine Island Rd,Plantation,FL,33324,"4PGP+QX Plantation, Florida",acfp.com,(954) 474-3311,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.1268897,-80.2625142,No,Pizza restaurant,4.5,880,https://lh5.googleusercontent.com/p/AF1QipN0wqjGSj4rW19rGGdhnTYYQAP59Y0QRQwhSRa8=w408-h407-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.1268897,-80.2647082,17z/data=!3m1!5s0x88d907cf26f0166b:0xb01df47d4f1b9450!4m5!3m4!1s0x88d907cf063be255:0x2ca81a8dfbc25b9f!8m2!3d26.1268897!4d-80.2625142?hl=en",,Scraped
36,Anthony's Coal Fired Pizza 5611 Concord Pike WILMINGTON DE 19803-1428 (302) 477-1488,Anthony's Coal Fired Pizza,"5611 Concord Pike, Wilmington, DE 19803",5611 Concord Pike,Wilmington,DE,19803,"RFM5+FC Wilmington, Delaware",acfp.com,(302) 477-1488,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,39.833697799999996,-75.5413853,No,Pizza restaurant,4.5,495,https://lh5.googleusercontent.com/p/AF1QipMQwxJLi7yUlr5j-cQy-WQGuqg6sJzkBq_yBUnN=w408-h273-k-no,,$$,,,,,,,,,,,"All, Menu, Food & drink, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@39.8336978,-75.5435793,17z/data=!4m5!3m4!1s0x89c6fb3bae9d75df:0x6fcf6df6a9230453!8m2!3d39.8336978!4d-75.5413853?hl=en",,Scraped
35,Anthony's Coal Fired Pizza 7000 Midlantic Dr MOUNT LAUREL NJ 08054-1529 (856) 234-2725,Anthony's Coal Fired Pizza,"7000 Midlantic Dr Suite 300, Mt Laurel Township, NJ 08054",7000 Midlantic Dr Suite 300,Mt Laurel Township,NJ,8054,"X38J+43 Mt Laurel Township, New Jersey",acfp.com,(856) 234-2725,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,39.9653604,-74.9198268,No,Pizza restaurant,4.4,598,https://lh5.googleusercontent.com/p/AF1QipNGoJH-PpEvzbIgBUDXgA7ATF6_-SnMKOPjugoq=w408-h306-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@39.9653604,-74.9220208,17z/data=!4m5!3m4!1s0x89c135804b7fb693:0x4e6389922eaef151!8m2!3d39.9653604!4d-74.9198268?hl=en",,Scraped
34,Anthony's Coal Fired Pizza 750 N Krocks Rd ALLENTOWN PA 18106-9079 (610) 366-9701,Anthony's Coal Fired Pizza,"750 N Krocks Rd Suite 208, Allentown, PA 18106",750 N Krocks Rd Suite 208,Allentown,PA,18106,"HC7M+QQ Allentown, Pennsylvania",acfp.com,(610) 366-9701,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.564375399999996,-75.565515,No,Pizza restaurant,4.3,648,https://lh5.googleusercontent.com/p/AF1QipPs9M0d-s-U0Z4zN05yLfSRPlGa2uyfn0LHbcLT=w408-h306-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, By owner","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.5643754,-75.567709,17z/data=!3m1!5s0x89c43050e45228bf:0x8f0bf4010b2d02a!4m5!3m4!1s0x89c4305092afaccf:0x140bc730af8a58d9!8m2!3d40.5643754!4d-75.565515?hl=en",,Scraped
33,Anthony's Coal Fired Pizza 851 S Federal Hwy BOCA RATON FL 33432-6165 (561) 338-3028,Anthony's Coal Fired Pizza,"851 S Federal Hwy A-1, Boca Raton, FL 33432",851 S Federal Hwy A-1,Boca Raton,FL,33432,"8WV7+28 Boca Raton, Florida",acfp.com,(561) 338-3028,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.342544800000002,-80.0866528,No,Pizza restaurant,4.3,304,https://lh5.googleusercontent.com/p/AF1QipM5Lj6S28B_CgIAIPUOWyZh5kOY-48A1xc1t3T1=w408-h544-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.3425448,-80.0888468,17z/data=!4m5!3m4!1s0x88d8e211daf99e41:0xcab2ee38e0ea366!8m2!3d26.3425448!4d-80.0866528?hl=en",,Scraped
32,Anthony's Coal Fired Pizza 852 State Rt 3 CLIFTON NJ 07012-2343 (973) 471-2625,Anthony's Coal Fired Pizza,"852 NJ-3, Clifton, NJ 07012",852 NJ-3,Clifton,NJ,7012,"RRQV+HR Clifton, New Jersey",acfp.com,(973) 471-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.838913399999996,-74.15548340000001,No,Pizza restaurant,4.2,545,https://lh5.googleusercontent.com/p/AF1QipNY042WE6SHGDN0kZPNRwHiQFLXydhAh1DW8Uci=w408-h544-k-no,,$$,,,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.8389134,-74.1576774,17z/data=!4m5!3m4!1s0x89c2ff1329975797:0x1ee1a3429b80a2bd!8m2!3d40.8389134!4d-74.1554834?hl=en",,Scraped
31,Anthony's Coal Fired Pizza 219 North Main St NATICK MA 1760 (774) 290-5106,Anthony's Coal Fired Pizza,"219 N Main St Suit A-104, Natick, MA 01760",219 N Main St Suit A-104,Natick,MA,1760,"8J2R+V5 Natick, Massachusetts",acfp.com,(774) 290-5106,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,42.3021506,-71.35961340000001,No,Pizza restaurant,4.4,145,https://lh5.googleusercontent.com/p/AF1QipOOyOqJ1z2GvbAWBz9-ekvbuWq0-CpfzFnnvtPC=w408-h306-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@42.3021506,-71.3618074,17z/data=!4m5!3m4!1s0x89e3863896555555:0xc985430466c3f36f!8m2!3d42.3021506!4d-71.3596134?hl=en",,Scraped
30,Anthony's Coal Fired Pizza 137 Old Country Rd CARLE PLACE NY 11514-1805 (516) 877-7750,Anthony's Coal Fired Pizza,"137 Old Country Rd, Carle Place, NY 11514",137 Old Country Rd,Carle Place,NY,11514,"P9VJ+CV Carle Place, New York",acfp.com,(516) 877-7750,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.7435408,-73.61778709999999,No,Pizza restaurant,4.2,333,https://lh5.googleusercontent.com/p/AF1QipNQpvArKXp2KTFLCHrqE9pXWRZhDkON_ytlUaIu=w408-h305-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11AM–10PM,11AM–9PM,,"All, Latest, Menu, Food & drink, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.7435408,-73.6199811,17z/data=!4m5!3m4!1s0x89c28787de67a131:0x1f66008471e6c71!8m2!3d40.7435408!4d-73.6177871?hl=en",,Scraped
29,Anthony's Coal Fired Pizza 1580 N Federal Hwy FORT LAUDERDALE FL 33304-1432 (954) 563-2625,Anthony's Coal Fired Pizza,"1580 N Federal Hwy, Fort Lauderdale, FL 33304",1580 N Federal Hwy,Fort Lauderdale,FL,33304,"4VXJ+95 Fort Lauderdale, Florida",acfp.com,(954) 563-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.148398,-80.119597,No,Pizza restaurant,4.5,729,https://lh5.googleusercontent.com/p/AF1QipMDVHlGXEzhXtqPwxY4zJIKYgadzJ8dBTQY73g-=w434-h240-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.148398,-80.121791,17z/data=!4m5!3m4!1s0x88d901c07218cc25:0x21bb6937d8559bba!8m2!3d26.148398!4d-80.119597?hl=en",,Scraped
28,Anthony's Coal Fired Pizza 17901 Biscayne Blvd AVENTURA FL 33160-2502 (305) 830-2625,Anthony's Coal Fired Pizza,"17901 Biscayne Blvd, Aventura, FL 33160",17901 Biscayne Blvd,Aventura,FL,33160,"WVR2+JW Aventura, Florida",acfp.com,(305) 830-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,25.941503,-80.1476339,No,Pizza restaurant,4.3,892,https://lh5.googleusercontent.com/p/AF1QipNqomibNhEkFE2Qy4Gtp4lWlZVoILxIy95lxJcn=w426-h240-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@25.941503,-80.1498279,17z/data=!3m1!5s0x88d9adae3d98da7d:0xb1d18069d8d5b31!4m5!3m4!1s0x88d9ac5354c588cf:0x625f5a1aeabc663b!8m2!3d25.941503!4d-80.1476339?hl=en",,Scraped
27,Anthony's Coal Fired Pizza 1835 NE 123rd St NORTH MIAMI FL 33181-2805 (305) 899-8887,Anthony's Coal Fired Pizza,"1835 NE 123rd St, North Miami, FL 33181",1835 NE 123rd St,North Miami,FL,33181,"VRQQ+XC North Miami, Florida",acfp.com,(305) 899-8887,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,25.8899307,-80.1614253,No,Pizza restaurant,4.4,628,https://lh5.googleusercontent.com/p/AF1QipO0stBcOmOxCntcDuUv8vLVj86xXAJdpdM1ezjO=w408-h306-k-no,,$$,,,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@25.8899307,-80.1636193,17z/data=!4m5!3m4!1s0x88d9b273890a7b5b:0x55f79d07deeb9c67!8m2!3d25.8899307!4d-80.1614253?hl=en",,Scraped
26,Anthony's Coal Fired Pizza 21065 Powerline Rd BOCA RATON FL 33433-2313 (561) 218-6600,Anthony's Coal Fired Pizza,"21065 Powerline Rd Ste C5, Boca Raton, FL 33433",21065 Powerline Rd Ste C5,Boca Raton,FL,33433,"9R6W+RP Boca Raton, Florida",acfp.com,(561) 218-6600,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.362070199999998,-80.1531544,No,Pizza restaurant,4.4,301,https://lh5.googleusercontent.com/p/AF1QipP714zEb-x-icbDXoDdTvMVHjJ1nilIYkCEPny2=w408-h406-k-no,,$$,,,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–9:30PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9:30PM,,"All, Menu, Food & drink, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.3620702,-80.1553484,17z/data=!4m5!3m4!1s0x88d91e821f688d6d:0x28e7298181180a01!8m2!3d26.3620702!4d-80.1531544?hl=en",,Scraped
25,Anthony's Coal Fired Pizza 2203 S Federal Hwy FORT LAUDERDALE FL 33316-3593 (954) 462-5555,Anthony's Coal Fired Pizza,"2203 S Federal Hwy, Fort Lauderdale, FL 33316",2203 S Federal Hwy,Fort Lauderdale,FL,33316,"3VV7+Q7 Fort Lauderdale, Florida",acfp.com,(954) 462-5555,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,26.0944335,-80.1368204,No,Pizza restaurant,4.5,"1,503",https://lh5.googleusercontent.com/p/AF1QipMBmUEBhT9CHC9haN41jEMZmDi7M3DwOk_gYE-S=w408-h306-k-no,,$$,,,,,,,,,,,"All, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@26.0944335,-80.1390144,17z/data=!4m5!3m4!1s0x88d900649eb1dee7:0xc9eff66acab26810!8m2!3d26.0944335!4d-80.1368204?hl=en",,Scraped
24,Anthony's Coal Fired Pizza 2733 Papermill Rd WYOMISSING PA 19610-3339 (610) 816-5722,Anthony's Coal Fired Pizza,"2733 Papermill Rd Suite 7, Wyomissing, PA 19610",2733 Papermill Rd Suite 7,Wyomissing,PA,19610,"9248+XF Wyomissing, Pennsylvania",acfp.com,(610) 816-5722,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.357420700000006,-75.98378659999999,No,Pizza restaurant,4.3,408,https://lh5.googleusercontent.com/p/AF1QipOTrDIXixkTboKYwXPUcLZVpKbWYpn7OiKfzBKf=w408-h306-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11AM–10PM,12–9PM,,"All, Menu, Food & drink, Vibe, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.3574207,-75.9859806,17z/data=!3m1!5s0x89c676a4f36c0b81:0x6b0904ef4fd8ef6b!4m5!3m4!1s0x89c676a4f1340f1d:0x63dda9f66b9d26c4!8m2!3d40.3574207!4d-75.9837866?hl=en",,Scraped
23,Anthony's Coal Fired Pizza 2801 NW 87th Ave DORAL FL 33172-1603 (305) 718-8499,Anthony's Coal Fired Pizza,"2801 NW 87th Ave, Doral, FL 33172",2801 NW 87th Ave,Doral,FL,33172,"RM27+58 Doral, Florida",acfp.com,(305) 718-8499,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,25.8004843,-80.3366359,No,Pizza restaurant,4.5,"1,415",https://lh5.googleusercontent.com/p/AF1QipNNRePs1khOD8GKT_IR_2q6KIzLdLpBDAvPmHfT=w408-h544-k-no,,$$,,,,,,,,,,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@25.8004843,-80.3388299,17z/data=!4m5!3m4!1s0x88d9b96f441cc0b5:0x779de43a961c36b7!8m2!3d25.8004843!4d-80.3366359?hl=en",,Scraped
22,Anthony's Coal Fired Pizza 420 E Altamonte Dr ALTAMONTE SPRINGS FL 32701-4659 (407) 260-2625,Anthony's Coal Fired Pizza,"420 E Altamonte Dr Suite 1020, Altamonte Springs, FL 32701",420 E Altamonte Dr Suite 1020,Altamonte Springs,FL,32701,"MJ7F+83 Altamonte Springs, Florida",acfp.com,(407) 260-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,28.663261,-81.37731840000001,No,Pizza restaurant,4.4,931,https://lh5.googleusercontent.com/p/AF1QipMAysKIsKB45er83LSsyaJnaUgKWqwIfF2ydwdJ=w408-h404-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@28.663261,-81.3795124,17z/data=!4m5!3m4!1s0x88e7719b9e9016c1:0x7af75bb4e54c5b29!8m2!3d28.663261!4d-81.3773184?hl=en",,Scraped
21,Anthony's Coal Fired Pizza 4805 Limestone Rd WILMINGTON DE 19808-1902 (302) 635-7013,Anthony's Coal Fired Pizza,"4805 Limestone Rd, Pike Creek, DE 19808",4805 Limestone Rd,Pike Creek,DE,19808,"P8V5+52 Pike Creek, Delaware",acfp.com,(302) 635-7013,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,39.742895399999995,-75.6923914,No,Pizza restaurant,4.5,695,https://lh5.googleusercontent.com/p/AF1QipNv7DMzNeemSOOnGlGG7PH2a_KlQxcQskr_AgRO=w408-h267-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11AM–10PM,12–9PM,,"All, Menu, Food & drink, Vibe, By owner, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@39.7428954,-75.6945854,17z/data=!3m1!5s0x89c7001fbbace399:0xb8bb3646b6ffe7f3!4m5!3m4!1s0x89c7001faba89f7d:0x88bee452eca8011!8m2!3d39.7428954!4d-75.6923914?hl=en",,Scraped
20,Anthony's Coal Fired Pizza 8031 Turkey Lake Rd ORLANDO FL 32819-7384 (407) 363-9466,Anthony's Coal Fired Pizza,"8031 Turkey Lake Rd Ste 300, Sand Lake, FL 32819",8031 Turkey Lake Rd Ste 300,Sand Lake,FL,32819,"CGXF+74 Sand Lake, Florida",acfp.com,(407) 363-9466,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,28.4481567,-81.4771877,No,Pizza restaurant,4.6,895,https://lh5.googleusercontent.com/p/AF1QipNHEQdVEhLmGuWsLY0ydgpUOV2Y57F8UHZVFqAl=w408-h407-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°, Videos","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@28.4481567,-81.4793817,17z/data=!4m5!3m4!1s0x88e77fa978ec48dd:0xa1fb85d24678285d!8m2!3d28.4481567!4d-81.4771877?hl=en",,Scraped
19,Anthony's Coal Fired Pizza 8063 Jericho Tpke WOODBURY NY 11797-1256 (516) 367-2625,Anthony's Coal Fired Pizza,"8063 Jericho Turnpike, Woodbury, NY 11797",8063 Jericho Turnpike,Woodbury,NY,11797,"RG8G+99 Woodbury, New York",acfp.com,(516) 367-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.8159161,-73.4740865,No,Pizza restaurant,4.4,336,https://lh5.googleusercontent.com/p/AF1QipOolEtW1r45jFHv0K-7kssidqscBIShhLDhyb_h=w408-h306-k-no,,$$,,,11AM–9PM,11AM–9PM,11AM–9PM,11AM–9PM,11AM–10PM,11AM–10PM,11AM–9PM,,"All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.8159161,-73.4762805,17z/data=!3m1!5s0x89c2820dcb39ed25:0xc4d4c7b8c3f0d6f5!4m5!3m4!1s0x89c2820dd6088397:0x36cdb3c56daeaa51!8m2!3d40.8159161!4d-73.4740865?hl=en",,Scraped
18,Anthony's Coal Fired Pizza 98 US Highway 9 ENGLISHTOWN NJ 07726-8229 (732) 780-2625,Anthony's Coal Fired Pizza,"98 U.S. 9, Englishtown, NJ 07726",98 U.S. 9,Englishtown,NJ,7726,"9M2V+GW Englishtown, New Jersey",acfp.com,(732) 780-2625,"meda@acfp.com,media@acfp.com",https://www.facebook.com/anthonyscoalfiredpizza,,https://www.instagram.com/anthonyscoalfiredpizza/,40.35137460000001,-74.3052442,No,Pizza restaurant,4.3,407,https://lh5.googleusercontent.com/p/AF1QipMbIE5zd81K_irwVAIvDxe4-9LIEEaCX31vurtv=w408-h612-k-no,,$$,,,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,,"All, Latest, Menu, Food & drink, By owner, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.3513746,-74.3074382,17z/data=!3m1!5s0x89c3d21b7ca06d61:0xba86d5591faff37d!4m5!3m4!1s0x89c3d21b83382959:0xdbd85f7004f4a4dc!8m2!3d40.3513746!4d-74.3052442?hl=en",,Scraped
17,Anthony's Coal Fired Pizza 10 Sterling Blvd ENGLEWOOD NJ 07631-4834 (201) 431-9404,Anthony's Coal Fired Pizza,"10 Sterling Blvd, Englewood, NJ 07631",10 Sterling Blvd,Englewood,NJ,7631,"V2M6+2G Englewood, New Jersey",,(201) 431-9404,,,,,40.8825516,-73.98868809999999,No,,4.3,,https://lh5.googleusercontent.com/p/AF1QipPwsGNpXg2QFEWEPUKq3stkjSdilqVcQU1-nhKV=w408-h306-k-no,,$$,,,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–10PM,11:30AM–11PM,11:30AM–11PM,11:30AM–10PM,,"All, Menu, Food & drink, Street View & 360°","https://www.google.com/maps/place/Anthony's+Coal+Fired+Pizza/@40.8825516,-73.9908821,17z/data=!4m5!3m4!1s0x89c2f0d6cbdddb95:0x49a19103551aceed!8m2!3d40.8825516!4d-73.9886881?hl=en",,Scraped
