Store Company ID,Company Name,Address 1,City,State,Zip,Country,Phone
1000938410,McDonald's,17422 State Route 9 SE,SNOHOMISH,WA,98296-8337,United States of America,4254821608.0
1000938430,McDonald's,17450 140th Ave NE,WOODINVILLE,WA,98072-8524,United States of America,4254835797.0
1000938432,McDonald's,17455 Central Ave,CARSON,CA,90746-1689,United States of America,3108855500.0
1000938444,McDonald's,17480 I 35 N,SCHERTZ,TX,78154,United States of America,2106519476.0
1000938453,McDonald's,175 Mansfield Ave,NORTON,MA,02766-1333,United States of America,5082855083.0
1000938457,McDonald's,187 North St,HYANNIS,MA,2601,United States of America,5087789731.0
1000938463,McDonald's,175 Valley River Dr,REXBURG,ID,83440-1548,United States of America,2083560060.0
1000938489,McDonald's,1750 Rock Prairie Rd,COLLEGE STATION,TX,77845-5900,United States of America,9796950200.0
1000938491,McDonald's,1750 SW Railroad Ave,HAMMOND,LA,70403-6116,United States of America,9855427335.0
1000937714,McDonald's,16802 E Gudgell Rd,INDEPENDENCE,MO,64055-2018,United States of America,8163739996.0
1000937731,McDonald's,16831 Highway 13 S,PRIOR LAKE,MN,55372-9500,United States of America,9524478511.0
1000937732,McDonald's,16835 Statesville Rd,HUNTERSVILLE,NC,28078-7196,United States of America,7048964930.0
1000937744,McDonald's,16866 Beach Blvd,HUNTINGTON BEACH,CA,92647-4800,United States of America,7148481361.0
1000937748,McDonald's,1687 Sunset Dr,ROCK SPRINGS,WY,82901-7061,United States of America,3073823080.0
1000937759,McDonald's,16890 E Quincy Ave,AURORA,CO,80015-1545,United States of America,3036906868.0
1000937762,McDonald's,169 Bellevue Sq,BELLEVUE,WA,98004-5021,United States of America,4254620103.0
1000937771,McDonald's,1690 Contra Costa Blvd,PLEASANT HILL,CA,94523-3037,United States of America,9253568818.0
1000937773,McDonald's,1690 E Idaho Ave,ONTARIO,OR,97914-3028,United States of America,5418892525.0
1000937774,McDonald's,1690 Flemingsburg Rd,MOREHEAD,KY,40351-9770,United States of America,6067804927.0
1000937777,McDonald's,1690 President Ave,FALL RIVER,MA,02720-7148,United States of America,5086769400.0
1000937782,McDonald's,16908 Parthenia St,NORTHRIDGE,CA,91343-4506,United States of America,8188945554.0
1000937786,McDonald's,1691 NE Highway 99W,MCMINNVILLE,OR,97128-2728,United States of America,5034720808.0
1000937799,McDonald's,1695 E Kemper Rd,CINCINNATI,OH,45246-2805,United States of America,5137713729.0
1000937801,McDonald's,1695 E Main St,EL CAJON,CA,92021-5205,United States of America,6194425885.0
1000938496,McDonald's,1750 White Mountain Hwy,NORTH CONWAY,NH,3818,United States of America,6033569753.0
1000938505,McDonald's,1751 Madison Ave,COUNCIL BLUFFS,IA,51503-5265,United States of America,7123280040.0
1000938508,McDonald's,10333 Northfield Rd,NORTHFIELD,OH,44067-1467,United States of America,3304670751.0
1000938522,McDonald's,17531 Highway 99,LYNNWOOD,WA,98037-3147,United States of America,4257875388.0
1000938525,McDonald's,1754 Mendon Rd,CUMBERLAND,RI,02864-4317,United States of America,4013343177.0
1000938528,McDonald's,1755 Columbia Ave,LANCASTER,PA,17603-4530,United States of America,7173975112.0
1000938541,McDonald's,1758 E Carl Albert Pkwy,MCALESTER,OK,74501-5138,United States of America,9184238050.0
1000938548,McDonald's,176 Columbia Tpke,FLORHAM PARK,NJ,07932-1366,United States of America,9733010347.0
1000938555,McDonald's,176 N State Route 2,NEW MARTINSVILLE,WV,26155-1604,United States of America,3044551290.0
1000938569,McDonald's,17601 Garland Groh Blvd,HAGERSTOWN,MD,21740-2022,United States of America,3017456656.0
1000938570,McDonald's,17606 Midway Rd,DALLAS,TX,75287-6739,United States of America,9727334494.0
1000938574,McDonald's,1763 W Century Blvd,LOS ANGELES,CA,90047-4226,United States of America,3237547738.0
1000938580,McDonald's,17638 Chillicothe Rd,CHAGRIN FALLS,OH,44023-4734,United States of America,4405434817.0
1000938583,McDonald's,17641 Ventura Blvd,ENCINO,CA,91316-3842,United States of America,8189950052.0
1000938584,McDonald's,1765 Highway 138 SE,CONYERS,GA,30013-1283,United States of America,7704837472.0
1000937803,McDonald's,1695 Great Basin Blvd,ELY,NV,89301,United States of America,7752892272.0
1000937805,McDonald's,1695 Michigan Ave W,BATTLE CREEK,MI,49037-1919,United States of America,2699642486.0
1000937808,McDonald's,1696 E Sternberg Rd,MUSKEGON,MI,49444-8782,United States of America,2317987681.0
1000937815,McDonald's,16975 Redmond Way,REDMOND,WA,98052-4448,United States of America,4258836075.0
1000937820,McDonald's,1699 N Woodland Blvd,DELAND,FL,32720-1803,United States of America,3867385050.0
1000937832,McDonald's,17 Ernst Pl,EAST AURORA,NY,14052-2125,United States of America,7166529759.0
1000937847,McDonald's,17 27 Union/Eagle St,NORTH ADAMS,MA,1247,United States of America,4136647272.0
1000937854,McDonald's,170 Haverhill St,METHUEN,MA,01844-3462,United States of America,9786879301.0
1000937855,McDonald's,170 Iron Point Rd,FOLSOM,CA,95630-9000,United States of America,9163519201.0
1000937864,McDonald's,170 US Highway 321 NW,HICKORY,NC,28601-5831,United States of America,8283451355.0
1000937867,McDonald's,170 W Continental Rd,GREEN VALLEY,AZ,85614-1957,United States of America,5206255305.0
1000937874,McDonald's,1700 Big Horn Ave,WORLAND,WY,82401-2939,United States of America,3073472790.0
1000937880,McDonald's,1700 N Division St,MORRIS,IL,60450-1125,United States of America,8159425544.0
1000937882,McDonald's,1700 E Perry St,PORT CLINTON,OH,43452-1426,United States of America,4197343702.0
1000937894,McDonald's,1700 N Dixie Ave,ELIZABETHTOWN,KY,42701-9439,United States of America,2707371185.0
1000938607,McDonald's,177 Sea Island Pkwy,BEAUFORT,SC,29907-1565,United States of America,8435229824.0
1000938621,McDonald's,1771 S Erie Hwy,HAMILTON,OH,45011-4117,United States of America,5138687222.0
1000938632,McDonald's,1775 Algonquin Rd,ROLLING MEADOWS,IL,60008-4112,United States of America,8478060660.0
1000938649,McDonald's,1779 E Sherman Blvd,MUSKEGON,MI,49444-1862,United States of America,2317336305.0
1000938654,McDonald's,178 Federal Rd,BROOKFIELD,CT,06804-2514,United States of America,2037758531.0
1000938660,McDonald's,178 Summer St,KINGSTON,MA,02364-1271,United States of America,7815859234.0
1000938665,McDonald's,1780 Main St,IRVINE,CA,92614-6717,United States of America,9492501728.0
1000938669,McDonald's,1780 S Main St,BELLEFONTAINE,OH,43311-1510,United States of America,9375920070.0
1000938677,McDonald's,17810 Torrence Ave,LANSING,IL,60438-1836,United States of America,7084742450.0
1000938716,McDonald's,17902 FM 2920 Rd,TOMBALL,TX,77377-5821,United States of America,2812550235.0
1000938719,McDonald's,1791 Epps Bridge Pkwy,ATHENS,GA,30606-6144,United States of America,7062279200.0
1000938725,McDonald's,17921 E 9 Mile Rd,EASTPOINTE,MI,48021-2569,United States of America,5867721311.0
1000938726,McDonald's,17949 Forest Rd,FOREST,VA,24551-4045,United States of America,4343857879.0
1000938728,McDonald's,1795 Landess Ave,MILPITAS,CA,95035-7033,United States of America,4082621964.0
1000938732,McDonald's,17951 Colima Rd Stoner Creek,CITY OF INDUSTRY,CA,91748,United States of America,6268101464.0
1000937897,McDonald's,1700 N Wisconsin St,PORT WASHINGTON,WI,53074-1044,United States of America,2622843880.0
1000937902,McDonald's,1700 W Pecan St,PFLUGERVILLE,TX,78660-2530,United States of America,5129890771.0
1000937913,McDonald's,1700 Trawick Rd,RALEIGH,NC,27604-3835,United States of America,9192316205.0
1000937916,McDonald's,1700 W Capitol Ave,WEST SACRAMENTO,CA,95691-2520,United States of America,9163712212.0
1000937917,McDonald's,1700 W Columbia St,FARMINGTON,MO,63640-3569,United States of America,5737562910.0
1000937930,McDonald's,17001 Miramar Pkwy,MIRAMAR,FL,33027-4564,United States of America,9544998679.0
1000937945,McDonald's,1701 FM 646 Rd N,LEAGUE CITY,TX,77539-8255,United States of America,2815348687.0
1000937947,McDonald's,1701 State Highway 16 S,GRAHAM,TX,76450-4607,United States of America,9405495117.0
1000937962,McDonald's,1701 Sheridan Blvd,EDGEWATER,CO,80214-1323,United States of America,3032371070.0
1000937966,McDonald's,1701 Veterans Blvd,DEL RIO,TX,78840-3346,United States of America,8307744505.0
1000937992,McDonald's,1703 E 11th St,SILER CITY,NC,27344-2819,United States of America,9196630015.0
1000938008,McDonald's,1704 N Main St,MITCHELL,SD,57301-1119,United States of America,6059966200.0
1000938023,McDonald's,1705 N Germantown Pkwy,CORDOVA,TN,38016-7900,United States of America,9017578205.0
1000938031,McDonald's,1705 S Highland Ave,JACKSON,TN,38301-7718,United States of America,7314224791.0
1000938048,McDonald's,1706 S Park Ave,HERRIN,IL,62948-2738,United States of America,6189425251.0
1000938736,McDonald's,1796 E Lugonia Ave,REDLANDS,CA,92374-2703,United States of America,9093899484.0
1000938739,McDonald's,1797 Cope Ave E,MAPLEWOOD,MN,55109-2608,United States of America,6517773949.0
1000938740,McDonald's,1797 W Point Rd,LAGRANGE,GA,30240-4077,United States of America,7068836632.0
1000938743,McDonald's,17970 FM 529 Rd,HOUSTON,TX,77095-1000,United States of America,2818610300.0
1000938751,McDonald's,1799 N Congress Ave,BOYNTON BEACH,FL,33426-8205,United States of America,5613691550.0
1000938779,McDonald's,180 El Camino Real,SAN CARLOS,CA,94070-2404,United States of America,6505954479.0
1000938783,McDonald's,180 Main St,MADAWASKA,ME,04756-0388,United States of America,2077286330.0
1000938784,McDonald's,180 Market St,NESQUEHONING,PA,18240-1419,United States of America,5706699322.0
1000938785,McDonald's,180 Montgomery Pike,SOUTH WILLIAMSPORT,PA,17702-7770,United States of America,5703261355.0
1000938789,McDonald's,180 Parkside Ave,BROOKLYN,NY,11226-1300,United States of America,7182822289.0
1000938797,McDonald's,180 W Adams St,CHICAGO,IL,60603-3602,United States of America,3125800773.0
1000938825,McDonald's,1800 N Missouri St,WEST MEMPHIS,AR,72301-1750,United States of America,8707323527.0
1000938836,McDonald's,1800 S Western Ave,LOS ANGELES,CA,90006-5806,United States of America,3237353767.0
1000938841,McDonald's,1800 W Dorothy Ln,MORAINE,OH,45439-1839,United States of America,9372986875.0
1000938847,McDonald's,18000 Mateny Rd,GERMANTOWN,MD,20874-2112,United States of America,3019161957.0
1000938850,McDonald's,18001 Hall Rd,MACOMB,MI,48044-4153,United States of America,5862636869.0
1000938853,McDonald's,1801 Belle Isle Blvd,OKLAHOMA CITY,OK,73118-4221,United States of America,4058796770.0
1000938876,McDonald's,1801 S Pleasant Valley Rd,WINCHESTER,VA,22601-4496,United States of America,5406671666.0
1000938882,McDonald's,1801 Torresdale Ave,PHILADELPHIA,PA,19124,United States of America,2155334607.0
1000938893,McDonald's,1802 E Fry Blvd,SIERRA VISTA,AZ,85635-2703,United States of America,5204592524.0
1000938902,McDonald's,1821 Glynn Ave,BRUNSWICK,GA,31520-6107,United States of America,9122656640.0
1000938903,McDonald's,1803 Jackson Ave W,OXFORD,MS,38655-4203,United States of America,6622366600.0
1000938910,McDonald's,1804 N Main St,LONDON,KY,40741-4015,United States of America,6068788255.0
1000938913,McDonald's,1804 S Main St,ROSWELL,NM,88203-1880,United States of America,5756258799.0
1000938915,McDonald's,1804 Teall Ave,SYRACUSE,NY,13206-1944,United States of America,3154630000.0
1000938920,McDonald's,1805 Tamiami Trl,PORT CHARLOTTE,FL,33948-1046,United States of America,9416278999.0
1000938931,McDonald's,1807 S Broadway,GENEVA,OH,44041-8397,United States of America,4404660838.0
1000938936,McDonald's,1809 SE Frontage Rd,VAN HORN,TX,79855,United States of America,4322832692.0
1000938941,McDonald's,1809 SE Blue Pkwy,LEES SUMMIT,MO,64063-1090,United States of America,8165245463.0
1000938942,McDonald's,1809 State St,WATERTOWN,NY,13601-3129,United States of America,3157880610.0
1000938943,McDonald's,1809 W Eisenhower Blvd,LOVELAND,CO,80537-3132,United States of America,9706694211.0
1000938950,McDonald's,181 James Reynolds Rd,SWANSEA,MA,2777,United States of America,5083799899.0
1000938960,McDonald's,1810 Merriman Rd,AKRON,OH,44313-5284,United States of America,3308366021.0
1000938964,McDonald's,1810 S State College Blvd,ANAHEIM,CA,92806-6038,United States of America,7149380484.0
1000938965,McDonald's,1810 Silverada Blvd,RENO,NV,89512-2100,United States of America,7753313560.0
1000938970,McDonald's,1810 W Washington St,WEST BEND,WI,53095-2302,United States of America,2623383474.0
1000938976,McDonald's,1811 1st St W,INDEPENDENCE,IA,50644-2325,United States of America,3193344269.0
1000938977,McDonald's,1811 E Columbus Dr,EAST CHICAGO,IN,46312-2825,United States of America,2193983338.0
1000938979,McDonald's,1811 N Hillside St,WICHITA,KS,67214-2317,United States of America,3166510332.0
1000938982,McDonald's,1811 University Ave,CROOKSTON,MN,56716-2815,United States of America,2182817611.0
1000938987,McDonald's,1812 Clinton Dr,GALENA PARK,TX,77547-3227,United States of America,7136729282.0
1000938991,McDonald's,1812 S Randall Rd,GENEVA,IL,60134-4527,United States of America,6302328239.0
1000938998,McDonald's,18128 Heritage Hwy,DENMARK,SC,29042-1351,United States of America,8037930206.0
1000939003,McDonald's,1813 Merrick Rd,MERRICK,NY,11566-4532,United States of America,5168684446.0
1000939009,McDonald's,1814 Central Ave,ALBANY,NY,12205-4754,United States of America,5182390466.0
1000939011,McDonald's,18145 Crenshaw Blvd,TORRANCE,CA,90504-5113,United States of America,3107718290.0
1000938051,McDonald's,1706 White Horse Rd,GREENVILLE,SC,29605-4826,United States of America,8642209774.0
1000938058,McDonald's,1708 Cotton Grove Rd,LEXINGTON,NC,27292-5718,United States of America,3363575007.0
1000938068,McDonald's,1709 Laporte Rd,WATERLOO,IA,50702-2717,United States of America,3192327719.0
1000938071,McDonald's,1709 N Turner St,HOBBS,NM,88240-3801,United States of America,5753932918.0
1000938073,McDonald's,1709 S Raccoon Rd,AUSTINTOWN TOWNSHIP,OH,44515-4702,United States of America,3307920527.0
1000938093,McDonald's,171 Southgate Dr,GEORGETOWN,KY,40324-8807,United States of America,5028635660.0
1000938105,McDonald's,1710 E Fairview Ave,MERIDIAN,ID,83642-5702,United States of America,2088871565.0
1000938115,McDonald's,1710 S Broadway,SANTA MARIA,CA,93454-7680,United States of America,8059226111.0
1000938116,McDonald's,3670 S Eason Blvd,TUPELO,MS,38804-5966,United States of America,6628429600.0
1000938124,McDonald's,1710 W Market St,JOHNSON CITY,TN,37604-6021,United States of America,4239292291.0
1000938131,McDonald's,1711 Airline Hwy,HOLLISTER,CA,95023-5612,United States of America,8316379143.0
1000938135,McDonald's,1711 N Oxnard Blvd,OXNARD,CA,93030-3538,United States of America,8059830216.0
1000938138,McDonald's,1711 S Saginaw Rd,MIDLAND,MI,48640-2631,United States of America,9898325932.0
1000938147,McDonald's,17121 Livernois Ave,DETROIT,MI,48221-3027,United States of America,3138615200.0
1000938154,McDonald's,1740 Elton Rd,JENNINGS,LA,70546-3632,United States of America,3378249454.0
1000938156,McDonald's,1714 W State Route 18,TIFFIN,OH,44883-2561,United States of America,4194475925.0
1000938157,McDonald's,1715 Bartow Rd,LAKELAND,FL,33801-6553,United States of America,8636889200.0
1000938162,McDonald's,1715 Eastern Ave,GALLIPOLIS,OH,45631-1738,United States of America,7404461065.0
1000938167,McDonald's,1715 Saint Mary St,THIBODAUX,LA,70301-5874,United States of America,9854465500.0
1000938169,McDonald's,17150 Gale Ave,CITY OF INDUSTRY,CA,91745-1818,United States of America,6269128225.0
1000938170,McDonald's,17155 W Cleveland Ave,NEW BERLIN,WI,53151-3539,United States of America,2627829354.0
1000938175,McDonald's,1716 N Velasco St,ANGLETON,TX,77515-3032,United States of America,9798480277.0
1000938181,McDonald's,1717 E Vista Chino,PALM SPRINGS,CA,92262-3596,United States of America,7603201504.0
1000938183,McDonald's,1717 North St,NACOGDOCHES,TX,75961-3421,United States of America,9365690792.0
1000938187,McDonald's,1717 W Battlefield St,SPRINGFIELD,MO,65807-4109,United States of America,4178861717.0
1000938188,McDonald's,17170 Airline Hwy,PRAIRIEVILLE,LA,70769-3402,United States of America,2257444343.0
1000938192,McDonald's,1718 W Olive Ave,FRESNO,CA,93728-2642,United States of America,5592685522.0
1000938216,McDonald's,1720 Palm Beach Lakes Blvd,WEST PALM BEACH,FL,33401-2008,United States of America,5616404280.0
1000938220,McDonald's,1720 S Memorial Dr,NEW CASTLE,IN,47362-1214,United States of America,7655292970.0
1000938227,McDonald's,1720 W Lindsey St,NORMAN,OK,73069-4306,United States of America,4053294800.0
1000939012,McDonald's,18146 Blanco Rd,SAN ANTONIO,TX,78232-1018,United States of America,2104087400.0
1000939016,McDonald's,1815 Forest Ave,STATEN ISLAND,NY,10303-2125,United States of America,7187206907.0
1000939023,McDonald's,1815 S B Ave,NEVADA,IA,50201-2803,United States of America,5153828800.0
1000939025,McDonald's,2022 Southgate Pkwy,CAMBRIDGE,OH,43725-3082,United States of America,7404394143.0
1000939032,McDonald's,1816 Tift Ave N,TIFTON,GA,31794-3542,United States of America,2293825022.0
1000939040,McDonald's,1808 S Belt Line Rd,DALLAS,TX,75253-4907,United States of America,9725575025.0
1000939042,McDonald's,1817 N Highway 81,DUNCAN,OK,73533-1413,United States of America,5802521398.0
1000939044,McDonald's,1818 N Monroe St,SPOKANE,WA,99205-4528,United States of America,5093253887.0
1000939050,McDonald's,1819 E North Ave,BELTON,MO,64012-2128,United States of America,8163319642.0
1000939054,McDonald's,1819 S New Braunfels Ave,SAN ANTONIO,TX,78210-3013,United States of America,2105349200.0
1000939061,McDonald's,182 Church St,WESTERNPORT,MD,21562-1419,United States of America,3013599165.0
1000939075,McDonald's,1820 E Main St,ALBEMARLE,NC,28001-5332,United States of America,7049831711.0
1000939082,McDonald's,1820 Plainfield Pike,CRANSTON,RI,02921-2042,United States of America,4019431548.0
1000939099,McDonald's,1821 Motel Dr,MERCED,CA,95340-5327,United States of America,2097233538.0
1000939105,McDonald's,1822 Indianapolis Blvd,WHITING,IN,46394-1327,United States of America,2194730630.0
1000939111,McDonald's,1824 S Nevada Ave,COLORADO SPRINGS,CO,80906-2517,United States of America,7196331171.0
1000939133,McDonald's,1827 Walnut Grove Ave,ROSEMEAD,CA,91770-3789,United States of America,6265728333.0
1000939145,McDonald's,1829 E Main St,HOGANSVILLE,GA,30230-2756,United States of America,7066378400.0
1000939148,McDonald's,1829 S Garnett Rd,TULSA,OK,74128-1832,United States of America,9184379659.0
1000939156,McDonald's,183 Swanton Rd,SAINT ALBANS,VT,05478-2619,United States of America,8025243615.0
1000939161,McDonald's,1830 Genesee St,BUFFALO,NY,14211-1741,United States of America,7168927551.0
1000939162,McDonald's,1830 Long Beach Blvd,LONG BEACH,CA,90806-6206,United States of America,5625911137.0
1000939166,McDonald's,1830 N Hacienda Blvd,LA PUENTE,CA,91744-1141,United States of America,6269184400.0
1000939177,McDonald's,1831 State Route 35,WALL TOWNSHIP,NJ,07719-3556,United States of America,7324491666.0
1000939187,McDonald's,18320 SE Stark St,PORTLAND,OR,97233-4865,United States of America,5036654736.0
1000939198,McDonald's,1834 Highway 31 N,LONOKE,AR,72086-8238,United States of America,5016765160.0
1000939200,McDonald's,1835 Black Rock Tpke,FAIRFIELD,CT,06825-3504,United States of America,2033661900.0
1000939218,McDonald's,1839 W Chapman Ave,ORANGE,CA,92868-2605,United States of America,7149380118.0
1000939231,McDonald's,1840 Highway 45 N,COLUMBUS,MS,39705-2110,United States of America,6623289444.0
1000939235,McDonald's,18403 Grand River Ave,DETROIT,MI,48223-2316,United States of America,3138379040.0
1000938233,McDonald's,1721 Howe Ave,SACRAMENTO,CA,95825-2209,United States of America,9169222774.0
1000938235,McDonald's,1721 Newnan Crossing Blvd E,NEWNAN,GA,30265-1517,United States of America,6784231460.0
1000938248,McDonald's,1724 Ashville Rd,LEEDS,AL,35094,United States of America,2056997080.0
1000938252,McDonald's,1724 Middle Country Rd,CENTEREACH,NY,11720-3537,United States of America,6317325254.0
1000938261,McDonald's,1725 E Main St,RICHMOND,IN,47374-5703,United States of America,7659664021.0
1000938267,McDonald's,1725 N Roosevelt Ave,BURLINGTON,IA,52601-2320,United States of America,3197532111.0
1000938272,McDonald's,17250 FM 249,HOUSTON,TX,77064-1106,United States of America,2818902633.0
1000938273,McDonald's,17251 Foothill Blvd,FONTANA,CA,92335-9044,United States of America,9094287988.0
1000938276,McDonald's,1726 Bagnell Dam Blvd,LAKE OZARK,MO,65049-9738,United States of America,5733656013.0
1000938281,McDonald's,1726 W Cumberland St,DUNN,NC,28334-4510,United States of America,9108925553.0
1000938294,McDonald's,1729 Massey Blvd,HAGERSTOWN,MD,21740-6962,United States of America,3017901115.0
1000938297,McDonald's,173 Franklin St,BELLEVILLE,NJ,07109-1066,United States of America,9737515218.0
1000938302,McDonald's,1730 E 3rd St,WILLIAMSPORT,PA,17701-3848,United States of America,5703234880.0
1000938307,McDonald's,1730 N West Ave,EL DORADO,AR,71730-3867,United States of America,8708624012.0
1000938318,McDonald's,1731 E Avenue J,LANCASTER,CA,93535-6928,United States of America,6617264800.0
1000938322,McDonald's,912 W US Highway 30,CARROLL,IA,51401-2139,United States of America,7127921227.0
1000938338,McDonald's,1733 W Oaklawn Rd,PLEASANTON,TX,78064-4602,United States of America,8305695550.0
1000938341,McDonald's,5900 South Kings Hwy,SURFSIDE BEACH,SC,29575-6064,United States of America,8432381100.0
1000938352,McDonald's,1735 Walden Ave,CHEEKTOWAGA,NY,14225-4924,United States of America,7168955265.0
1000938357,McDonald's,1736 Wirt Rd,HOUSTON,TX,77055-3506,United States of America,7132901770.0
1000938358,McDonald's,1737 51st Ave E,FIFE,WA,98424-3418,United States of America,2539228535.0
1000938378,McDonald's,174 Portion Rd,LAKE RONKONKOMA,NY,11779-2344,United States of America,6314678599.0
1000938383,McDonald's,1740 E 2nd St,DEFIANCE,OH,43512-2446,United States of America,4197826400.0
1000938384,McDonald's,1740 E Elliot Rd,TEMPE,AZ,85284-1633,United States of America,4803457370.0
1000938412,McDonald's,1743 Hwys 100,CENTERVILLE,TN,37033,United States of America,9317292375.0
1000938414,McDonald's,17431 SE 272nd St,COVINGTON,WA,98042-4950,United States of America,2536394331.0
1000938422,McDonald's,1745 Dr Martin L King Jr Blvd,BRONX,NY,10453-6961,United States of America,7182941309.0
1000938424,McDonald's,1745 Gunter Ave,GUNTERSVILLE,AL,35976-1821,United States of America,2565822805.0
1000938438,McDonald's,1747 W El Segundo Blvd,GARDENA,CA,90249-2011,United States of America,3237797322.0
1000938441,McDonald's,1748 Fordham Blvd,CHAPEL HILL,NC,27514-5884,United States of America,9199697944.0
1000939243,McDonald's,18411 Maugans Ave,HAGERSTOWN,MD,21742-2383,United States of America,3017970011.0
1000939284,McDonald's,185 Old Grove Rd,OCEANSIDE,CA,92057-1218,United States of America,7604359826.0
1000939291,McDonald's,185 Wilson Rd,BENTLEYVILLE,PA,15314-1027,United States of America,7242392668.0
1000939297,McDonald's,1850 Franklin St,TORONTO,OH,43964-1949,United States of America,7405375370.0
1000939301,McDonald's,1850 N Zaragoza Rd,EL PASO,TX,79936-7911,United States of America,9158569896.0
1000939305,McDonald's,1850 S 7th St,PHOENIX,AZ,85034-5120,United States of America,6022524532.0
1000939311,McDonald's,1850 Veterans Hwy,ISLANDIA,NY,11749-1513,United States of America,6312320129.0
1000939319,McDonald's,1851 W 400 N,SHELBYVILLE,IN,46176-8541,United States of America,3173981060.0
1000939320,McDonald's,1825 W Bell Rd,PHOENIX,AZ,85023-3418,United States of America,6029933413.0
1000939330,McDonald's,1853 S Main St,FALL RIVER,MA,02724-2137,United States of America,5086756411.0
1000939331,McDonald's,1854 Empire Blvd,WEBSTER,NY,14580-1914,United States of America,5856712868.0
1000939334,McDonald's,1855 10th St,GERING,NE,69341-2449,United States of America,3084367407.0
1000939337,McDonald's,1855 Almaville Rd,SMYRNA,TN,37167-5765,United States of America,6152201670.0
1000939340,McDonald's,1855 E Florida Ave,HEMET,CA,92544-4706,United States of America,9516584853.0
1000939361,McDonald's,186 6th St,WINDOM,MN,56101-1916,United States of America,5078315303.0
1000939372,McDonald's,1860 Gulf To Bay Blvd,CLEARWATER,FL,33765-3416,United States of America,7274421286.0
1000939385,McDonald's,18601 Airport Way,SANTA ANA,CA,92707-5200,United States of America,9492526100.0
1000939400,McDonald's,18630 FM 1488 Rd,MAGNOLIA,TX,77354-8561,United States of America,2812594200.0
1000939405,McDonald's,1865 Bruckner Blvd,BRONX,NY,10472-6503,United States of America,7188637289.0
1000939410,McDonald's,1865 Highway 13 Blvd,HIGGINSVILLE,MO,64037-1454,United States of America,6605847272.0
1000939421,McDonald's,1869 Camden Ave,SAN JOSE,CA,95124-3022,United States of America,4087233322.0
1000939423,McDonald's,18695 W Bluemound Rd,BROOKFIELD,WI,53045-2923,United States of America,2627979977.0
1000939432,McDonald's,385 Walnut St,CENTREVILLE,AL,35042-2326,United States of America,2059266186.0
1000939434,McDonald's,65 N Plank Rd,NEWBURGH,NY,12550-2197,United States of America,8455652327.0
1000939436,McDonald's,1870 N Crossover Rd,FAYETTEVILLE,AR,72701-2725,United States of America,4795279919.0
1000939448,McDonald's,1871 2nd Ave,NEW YORK,NY,10029-7449,United States of America,6466720263.0
1000939475,McDonald's,18751 Lyndon B Johnson Fwy,MESQUITE,TX,75150-6408,United States of America,9726825401.0
1000939479,McDonald's,1876 US Highway 1,ROCKLEDGE,FL,32955-2822,United States of America,3216311394.0
1000939481,McDonald's,1877 Carrollton Pike,HILLSVILLE,VA,24343-3650,United States of America,2767283384.0
1000938497,McDonald's,17500 S Golden Rd,GOLDEN,CO,80401-2694,United States of America,3032770020.0
1000938501,McDonald's,1751 E University Ave,LAS CRUCES,NM,88001-5780,United States of America,5755321244.0
1000938516,McDonald's,17523 Pioneer Blvd,ARTESIA,CA,90701-4006,United States of America,5628657622.0
1000938524,McDonald's,17537 Vierra Canyon Rd,SALINAS,CA,93907-3309,United States of America,8316633767.0
1000938530,McDonald's,1755 Getwell Rd,MEMPHIS,TN,38111-7018,United States of America,9017448381.0
1000938543,McDonald's,1758 N Center Ave,SOMERSET,PA,15501-7012,United States of America,8144430530.0
1000938547,McDonald's,1759 Weir Dr,WOODBURY,MN,55125-2242,United States of America,6517392838.0
1000938559,McDonald's,1760 41st Ave,CAPITOLA,CA,95010-2503,United States of America,8314761512.0
1000938578,McDonald's,17634 Highway 190,PORT BARRE,LA,70577-5136,United States of America,3375854270.0
1000938585,McDonald's,1765 Hwy 15 S,SUMTER,SC,29150-8705,United States of America,8035062026.0
1000938587,McDonald's,17650 Village Center Dr,NOBLESVILLE,IN,46062-7305,United States of America,3178961081.0
1000938594,McDonald's,1768 N Davis St,JACKSONVILLE,FL,32209-6519,United States of America,9043561981.0
1000938612,McDonald's,1770 Decker Dr,BAYTOWN,TX,77520-2466,United States of America,2814203553.0
1000938615,McDonald's,17700 National Highway SW,FROSTBURG,MD,21532,United States of America,3016895099.0
1000938622,McDonald's,1771 Springfield Ave,NEW PROVIDENCE,NJ,07974-1044,United States of America,9085080045.0
1000938630,McDonald's,17740 Halsted St,HOMEWOOD,IL,60430-2010,United States of America,7089572337.0
1000938634,McDonald's,1775 N Military Trl,WEST PALM BEACH,FL,33409-4713,United States of America,5616849120.0
1000938646,McDonald's,2121 S King St,HONOLULU,HI,96826-2223,United States of America,8089732357.0
1000938648,McDonald's,17781 State Route 31,MARYSVILLE,OH,43040-9607,United States of America,9376423454.0
1000938653,McDonald's,17340 Dumfries Rd,DUMFRIES,VA,22026-2219,United States of America,7032218586.0
1000938656,McDonald's,178 Highway 64,OCOEE,TN,37361-3637,United States of America,4233389077.0
1000938659,McDonald's,178 S Eagle Rd,EAGLE,ID,83616-5904,United States of America,2089380031.0
1000938663,McDonald's,1780 E Court St,KANKAKEE,IL,60901-2671,United States of America,8159391815.0
1000938671,McDonald's,17800 Ben Hill Griffin Pkwy,FORT MYERS,FL,33913-7631,United States of America,2393379425.0
