Field2,Unnamed: 1,Page URL,Name,Address,State,Town,Status
Donatos Pizza 2417 Elida Rd LIMA OH,(567) 712-6265,"https://www.google.com/maps/place/Donatos+Pizza/@40.7633365,-84.1533959,17z/data=!3m1!4b1!4m5!3m4!1s0x883ef3ae86187b9d:0x8dd513db1ad41538!8m2!3d40.7633325!4d-84.1512072",Donatos Pizza,2417 Elida Rd,OH,LIMA,Scraped
Donatos Pizza 101 W Cherry St SUNBURY OH,(740) 965-1114,"https://www.google.com/maps/place/Donatos+Pizza/@40.244016,-82.865979,17z/data=!3m1!4b1!4m5!3m4!1s0x883859d2d3e8ab9b:0x95a9c216ea612ed2!8m2!3d40.2440119!4d-82.8637903",Donatos Pizza,101 W Cherry St,OH,SUNBURY,Scraped
Donatos Pizza 400 N High St COLUMBUS OH,(614) 702-7600,"https://www.google.com/maps/place/Donatos+Pizza/@39.9767452,-83.0068653,16z/data=!4m8!1m2!2m1!1sDonatos+Pizza+400+N+High+St+COLUMBUS+OH+43215-2096+(614)+702-7600!3m4!1s0x88388f2906b7d849:0x4aeb561ebe9120f2!8m2!3d39.9722084!4d-83.0008851",Donatos Pizza,400 N High St,OH,COLUMBUS,Scraped
Donatos Pizza 5650 S Franklin Rd INDIANAPOLIS IN,(317) 862-3651,"https://www.google.com/maps/place/Donatos+Pizza/@39.6856881,-86.0213292,17z/data=!3m1!4b1!4m5!3m4!1s0x886b44229381efa7:0x7283255146e7891b!8m2!3d39.685684!4d-86.0191405",Donatos Pizza,5650 S Franklin Rd,IN,INDIANAPOLIS,Scraped
Donatos Pizza 7813 US 31 S INDIANAPOLIS IN,(317) 885-2900,"https://www.google.com/maps/place/Donatos+Pizza/@39.6529207,-86.1382735,17z/data=!3m1!4b1!4m5!3m4!1s0x886b5c6131ca3a1b:0x6912b25ebf13b324!8m2!3d39.6529166!4d-86.1360848",Donatos Pizza,7813 US 31,IN,S INDIANAPOLIS,Failed
Donatos Pizza 2260 US Highway 31 S GREENWOOD IN,(317) 884-3220,"https://www.google.com/maps/place/Donatos+Pizza/@39.5833167,-86.1024982,17z/data=!3m1!4b1!4m5!3m4!1s0x886b67f917719eb3:0x82fe9e41ed25473!8m2!3d39.5833126!4d-86.1003095",Donatos Pizza,2260 US Highway 31,IN,S GREENWOOD,Failed
Donatos Pizza 8484 Winton Rd CINCINNATI OH,(513) 728-7300,"https://www.google.com/maps/place/Donatos+Pizza/@39.150534,-84.5488509,12z/data=!4m8!1m2!2m1!1sDonatos+Pizza+8484+Winton+Rd+CINCINNATI+OH+45231-4927+(513)+728-7300!3m4!1s0x88404c9b5ffdd635:0x1bf3878c6692caa0!8m2!3d39.2217085!4d-84.517251",Donatos Pizza,8484 Winton Rd,OH,CINCINNATI,Scraped
Donatos Pizza 10919 E Washington St INDIANAPOLIS IN,(317) 890-4000,"https://www.google.com/maps/place/Donatos+Pizza/@39.7752817,-85.9745515,17z/data=!3m1!4b1!4m5!3m4!1s0x886b48f634e4a7f1:0x31da9e234ce4d0d2!8m2!3d39.7752776!4d-85.9723628",Donatos Pizza,10919 E Washington St,IN,INDIANAPOLIS,Scraped
Donatos Pizza 765 E Main St LANCASTER OH,(740) 653-7772,"https://www.google.com/maps/place/Donatos+Pizza/@39.7189471,-82.6098399,15z/data=!4m8!1m2!2m1!1sDonatos+Pizza+765+E+Main+St+LANCASTER+OH+43130-3937+(740)+653-7772!3m4!1s0x88478ae7d50b9f81:0x6b68e79a3f07119!8m2!3d39.7136826!4d-82.5854388",Donatos Pizza,765 E Main St,OH,LANCASTER,Scraped
Donatos Pizza 813 E Main St BROWNSBURG IN,(317) 858-2680,"https://www.google.com/maps/place/Donatos+Pizza/@39.838165,-86.3858253,17z/data=!3m1!4b1!4m5!3m4!1s0x886cae795166d401:0xa5935993f7541f44!8m2!3d39.8381609!4d-86.3836366",Donatos Pizza,813 E Main St,IN,BROWNSBURG,Failed
Donatos Pizza 7177 Cincinnati Dayton Rd CINCINNATI OH,(513) 759-7170,"https://www.google.com/maps/place/Donatos+Pizza/@39.37087,-84.3873784,17z/data=!3m1!4b1!4m5!3m4!1s0x88405a680db9dc3b:0x636009bd67239599!8m2!3d39.3708659!4d-84.3851897",Donatos Pizza,7177 Cincinnati Dayton Rd,OH,CINCINNATI,Failed
Donatos Pizza 764 Gardner Rd SPRINGBORO OH,(937) 748-8686,"https://www.google.com/maps/place/Donatos+Pizza/@39.5776483,-84.2335799,17z/data=!3m1!4b1!4m5!3m4!1s0x88408a33bf43c889:0x74865585340ad166!8m2!3d39.5776442!4d-84.2313912",Donatos Pizza,764 Gardner Rd,OH,SPRINGBORO,Scraped
Donatos Pizza 5789 Darrow Rd HUDSON OH,(330) 528-3030,"https://www.google.com/maps/place/Donatos+Pizza/@41.2230584,-81.4416585,17z/data=!3m1!4b1!4m5!3m4!1s0x88312142abdf8f85:0x4d55023517b2f468!8m2!3d41.2230544!4d-81.4394698",Donatos Pizza,5789 Darrow Rd,OH,HUDSON,Scraped
Donatos Pizza 688 E State St ATHENS OH,(740) 592-5049,"https://www.google.com/maps/place/Donatos+Pizza/@39.3378905,-82.0783693,17z/data=!3m1!4b1!4m5!3m4!1s0x8848725702749c29:0x3d1ddd54f41c427d!8m2!3d39.3378864!4d-82.0761806",Donatos Pizza,688 E State St,OH,ATHENS,Scraped
Donatos Pizza 316 Beall Ave WOOSTER OH,(330) 263-4724,"https://www.google.com/maps/place/Donatos+Pizza/@40.8018799,-81.9369022,17z/data=!3m1!4b1!4m5!3m4!1s0x88374661262dc217:0x4585458625cfd637!8m2!3d40.8018759!4d-81.9347135",Donatos Pizza,316 Beall Ave,OH,WOOSTER,Scraped
Donatos Pizza 610 E Broad St PATASKALA OH,(740) 927-3791,"https://www.google.com/maps/place/Donatos+Pizza/@39.9938363,-82.7749399,13z/data=!4m8!1m2!2m1!1sDonatos+Pizza+610+E+Broad+St+PATASKALA+OH+43062-7574+(740)+927-3791!3m4!1s0x88386945786ecd7d:0x63da033fe8984e70!8m2!3d40.0057866!4d-82.6619107",Donatos Pizza,610 E Broad St,OH,PATASKALA,Scraped
Donatos Pizza 3197 Rodenbeck Dr BEAVERCREEK OH,(937) 427-5880,"https://www.google.com/maps/place/Donatos+Pizza/@39.7269563,-84.0552406,17z/data=!3m1!4b1!4m5!3m4!1s0x88409b75a3dd5395:0xb25d19980d603ace!8m2!3d39.7269522!4d-84.0530519",Donatos Pizza,3197 Rodenbeck Dr,OH,BEAVERCREEK,Scraped
Donatos Pizza 7912 Paragon Rd CENTERVILLE OH,(937) 291-5599,"https://www.google.com/maps/place/Donatos+Pizza/@39.6288932,-84.1827527,17z/data=!3m1!4b1!4m5!3m4!1s0x88408f2a081243a1:0x6192d5620f7efb94!8m2!3d39.6288891!4d-84.180564",Donatos Pizza,7912 Paragon Rd,OH,CENTERVILLE,Scraped
Donatos Pizza 5501 Troy Pike HUBER HEIGHTS OH,(937) 236-0009,"https://www.google.com/maps/place/Donatos+Pizza/@39.8341107,-84.1436669,17z/data=!3m1!4b1!4m5!3m4!1s0x883f7d7e4a410a43:0xc53cb295080b2899!8m2!3d39.8341066!4d-84.1414782",Donatos Pizza,5501 Troy Pike,OH,HUBER HEIGHTS,Scraped
Donatos Pizza 4405 Alum Creek Dr COLUMBUS OH,(614) 492-2800,"https://www.google.com/maps/place/Donatos+Pizza/@39.8775611,-82.9338142,17z/data=!3m1!4b1!4m5!3m4!1s0x88388712675a5cad:0xdacb3fb7c9c4ad18!8m2!3d39.877557!4d-82.9316255",Donatos Pizza,4405 Alum Creek Dr,OH,COLUMBUS,Scraped
Donatos Pizza 3542 Gender Rd CANAL WINCHESTER OH,(614) 920-9100,"https://www.google.com/maps/place/Donatos+Pizza/@39.9094918,-82.8249076,17z/data=!3m1!4b1!4m5!3m4!1s0x88387c047ff15ecd:0x2ed8dbb75841a43a!8m2!3d39.9094877!4d-82.8227189",Donatos Pizza,3542 Gender Rd,OH,CANAL WINCHESTER,Scraped
Donatos Pizza 9405 Kenwood Rd BLUE ASH OH,(513) 792-4040,"https://www.google.com/maps/place/Donatos+Pizza/@39.2275513,-84.3803376,17z/data=!3m1!4b1!4m5!3m4!1s0x884053a07e973f53:0xc5d1d050c486e374!8m2!3d39.2275472!4d-84.3781489",Donatos Pizza,9405 Kenwood Rd,OH,BLUE ASH,Scraped
Donatos Pizza 3817 Main St HILLIARD OH,(614) 876-4444,"https://www.google.com/maps/place/Donatos+Pizza/@40.0294372,-83.1637064,17z/data=!3m1!4b1!4m5!3m4!1s0x883893fee81b148d:0xd69fc4b42baebef!8m2!3d40.0294331!4d-83.1615177",Donatos Pizza,3817 Main St,OH,HILLIARD,Scraped
Donatos Pizza 920 W Fair Ave LANCASTER OH,(740) 654-6444,"https://www.google.com/maps/place/Donatos+Pizza/@39.7241834,-82.6189202,17z/data=!3m1!4b1!4m5!3m4!1s0x88478a42c4f9cd79:0x72fec7b7609dc3d5!8m2!3d39.7241793!4d-82.6167315",Donatos Pizza,920 W Fair Ave,OH,LANCASTER,Scraped
Donatos Pizza 4303 Roosevelt Blvd MIDDLETOWN OH,(513) 727-0999,"https://www.google.com/maps/place/Donatos+Pizza/@39.4998922,-84.3591093,17z/data=!3m1!4b1!4m5!3m4!1s0x88405de17df29e55:0x477b5c96096fb499!8m2!3d39.4998881!4d-84.3569206",Donatos Pizza,4303 Roosevelt Blvd,OH,MIDDLETOWN,Failed
Donatos Pizza 8087 Beckett Center Dr WEST CHESTER OH,(513) 346-3150,"https://www.google.com/maps/place/Donatos+Pizza/@39.3555649,-84.4626922,17z/data=!3m1!4b1!4m5!3m4!1s0x8840456007e1dff5:0x712962bde753e9ed!8m2!3d39.3555608!4d-84.4605035",Donatos Pizza,8087 Beckett Center Dr,OH,WEST CHESTER,Failed
Donatos Pizza 1201 Columbus Ave LEBANON OH,(513) 934-3228,"https://www.google.com/maps/place/Donatos+Pizza/@39.4518791,-84.1852324,17z/data=!3m1!4b1!4m5!3m4!1s0x8840f38909f61ce3:0x50ba86a29f54b39!8m2!3d39.451875!4d-84.1830437",Donatos Pizza,1201 Columbus Ave,OH,LEBANON,Failed
Donatos Pizza 11309 Montgomery Rd CINCINNATI OH,(513) 489-4500,"https://www.google.com/maps/place/Donatos+Pizza/@39.2861147,-84.3110757,17z/data=!3m2!4b1!5s0x884056996d26cbe9:0x3333a57057b97db0!4m5!3m4!1s0x884056992561ee1b:0x404d70fb628b6e3e!8m2!3d39.2861106!4d-84.308887",Donatos Pizza,11309 Montgomery Rd,OH,CINCINNATI,Failed
Donatos Pizza 1710 State Rd CUYAHOGA FALLS OH,(330) 923-5900,"https://www.google.com/maps/place/Donatos+Pizza/@41.1293833,-81.5110543,17z/data=!3m1!4b1!4m5!3m4!1s0x883127fd9441b1fb:0x128b53d431e1b5d6!8m2!3d41.1293793!4d-81.5088656",Donatos Pizza,1710 State Rd,OH,CUYAHOGA FALLS,Scraped
Donatos Pizza 1210 W Ohio Pike AMELIA OH,(513) 752-0100,"https://www.google.com/maps/place/Donatos+Pizza/@39.1212796,-84.3526054,12z/data=!4m8!1m2!2m1!1sDonatos+Pizza+1210+W+Ohio+Pike+AMELIA+OH+45102-1239+(513)+752-0100!3m4!1s0x884107a3b8758a11:0xae8bcc07935d443f!8m2!3d39.0475748!4d-84.2454634",Donatos Pizza,1210 W Ohio Pike,OH,AMELIA,Scraped
Donatos Pizza 6965 E Broad St COLUMBUS OH,(614) 751-7929,"https://www.google.com/maps/place/Donatos+Pizza/@39.9817691,-82.820119,17z/data=!3m1!4b1!4m5!3m4!1s0x8838647455d5efd1:0xc1772319edde4434!8m2!3d39.981765!4d-82.8179303",Donatos Pizza,6965 E Broad St,OH,COLUMBUS,Scraped
Donatos Pizza 1214 Hill Rd N PICKERINGTON OH,(614) 759-8000,"https://www.google.com/maps/place/Donatos+Pizza/@39.9126062,-82.7805931,17z/data=!3m1!4b1!4m5!3m4!1s0x88387b29eabd3221:0x8aa5d4dc3ac6155d!8m2!3d39.9126021!4d-82.7784044",Donatos Pizza,1214 Hill Rd,OH,N PICKERINGTON,Failed
Donatos Pizza 20116 Van Aken Blvd SHAKER HEIGHTS OH,(216) 283-3333,"https://www.google.com/maps/place/Donatos+Pizza/@41.465287,-81.5406047,17z/data=!3m1!4b1!4m5!3m4!1s0x8830fd407d821075:0x7cf924fd05ced1bf!8m2!3d41.465283!4d-81.538416",Donatos Pizza,20116 Van Aken Blvd,OH,SHAKER HEIGHTS,Scraped
Donatos Pizza 265 W New Circle Rd LEXINGTON KY,(859) 299-5000,"https://www.google.com/maps/place/Donatos+Pizza/@38.0699746,-84.4768582,17z/data=!3m1!4b1!4m5!3m4!1s0x884245ae0c24dff7:0x839798d65d3bbed8!8m2!3d38.0699704!4d-84.4746695",Donatos Pizza,265 W New Circle Rd,KY,LEXINGTON,Scraped
Donatos Pizza 3851 Kenesaw Dr LEXINGTON KY,(859) 271-6666,"https://www.google.com/maps/place/Donatos+Pizza/@37.9606531,-84.4817452,17z/data=!3m1!4b1!4m5!3m4!1s0x88425a4ca66e00b7:0xae43123a4d25a438!8m2!3d37.9606489!4d-84.4795565",Donatos Pizza,3851 Kenesaw Dr,KY,LEXINGTON,Scraped
Donatos Pizza 6 S High St DUBLIN OH,(614) 793-1100,"https://www.google.com/maps/place/Donatos+Pizza/@40.0994206,-83.115782,17z/data=!3m1!4b1!4m5!3m4!1s0x883892d22bb39f83:0xc96a2cc8f1c9432!8m2!3d40.0994165!4d-83.1135933",Donatos Pizza,6 S High St,OH,DUBLIN,Scraped
Donatos Pizza 4515 Kenny Rd COLUMBUS OH,(614) 459-9523,"https://www.google.com/maps/place/Donatos+Pizza/@40.0512524,-83.0522962,17z/data=!3m1!4b1!4m5!3m4!1s0x88388da4e4686871:0x89c41301df5fe744!8m2!3d40.0512483!4d-83.0501075",Donatos Pizza,4515 Kenny Rd,OH,COLUMBUS,Failed
Donatos Pizza 10372 E US 36 AVON IN,(317) 273-4400,"https://www.google.com/maps/place/Donatos+Pizza/@39.7644284,-86.3412302,17z/data=!3m1!4b1!4m5!3m4!1s0x886caf53600a3619:0xe2b4d04ee9695d5a!8m2!3d39.7644243!4d-86.3390415",Donatos Pizza,10372 E US 36,IN,AVON,Scraped
Donatos Pizza 4100 W 106th St CARMEL IN,(317) 873-8708,"https://www.google.com/maps/place/Donatos+Pizza/@39.9415826,-86.2374589,17z/data=!3m1!4b1!4m5!3m4!1s0x8814aaea7664bfef:0x66ac59ba08bb7bf!8m2!3d39.9415785!4d-86.2352702",Donatos Pizza,4100 W 106th St,IN,CARMEL,Scraped
Donatos Pizza 1097 State Route 28 MILFORD OH,(513) 248-7777,"https://www.google.com/maps/place/Donatos+Pizza/@39.1947641,-84.2379204,17z/data=!3m1!4b1!4m5!3m4!1s0x8838c898a9077073:0xdebdce8b81228556!8m2!3d39.19476!4d-84.2357317",Donatos Pizza,1097 State Route 28,OH,MILFORD,Scraped
Donatos Pizza 125 Fields St MOORESVILLE IN,(317) 834-6060,"https://www.google.com/maps/place/Donatos+Pizza/@39.6156253,-86.3584775,17z/data=!3m1!4b1!4m5!3m4!1s0x886ca23fd8d30f65:0xfee38b4ef673467c!8m2!3d39.6156212!4d-86.3562888",Donatos Pizza,125 Fields St,IN,MOORESVILLE,Scraped
Donatos Pizza 3703 Fishinger Blvd HILLIARD OH,(614) 921-1800,"https://www.google.com/maps/place/Donatos+Pizza/@40.0299357,-83.1194147,17z/data=!3m1!4b1!4m5!3m4!1s0x8838922c253ff825:0xd89359fdd0cce56a!8m2!3d40.0299316!4d-83.117226",Donatos Pizza,3703 Fishinger Blvd,OH,HILLIARD,Scraped
Donatos Pizza 3000 Northwest Blvd UPPER ARLINGTON OH,(614) 340-0905,"https://www.google.com/maps/place/Donatos+Pizza/@40.0184125,-83.0591646,17z/data=!3m1!4b1!4m5!3m4!1s0x88388e754f4373b3:0x9a5084458123daa4!8m2!3d40.0184084!4d-83.0569759",Donatos Pizza,3000 Northwest Blvd,OH,UPPER ARLINGTON,Scraped
Donatos Pizza 2205 Conner St NOBLESVILLE IN,(317) 776-7080,"https://www.google.com/maps/place/Donatos+Pizza/@40.0449979,-86.0004069,17z/data=!3m1!4b1!4m5!3m4!1s0x8814b6df5910820b:0xc5907c12587cd7da!8m2!3d40.0449938!4d-85.9982182",Donatos Pizza,2205 Conner St,IN,NOBLESVILLE,Scraped
Donatos Pizza 7460 N Shadeland Ave INDIANAPOLIS IN,(317) 578-8722,"https://www.google.com/maps/place/Donatos+Pizza/@39.8904392,-86.0491491,17z/data=!3m1!4b1!4m5!3m4!1s0x886b4ce6c32f9bd7:0x6a4d162d7e818e9f!8m2!3d39.8904351!4d-86.0469604",Donatos Pizza,7460 N Shadeland Ave,IN,INDIANAPOLIS,Scraped
Donatos Pizza 811 Union Blvd ENGLEWOOD OH,(937) 832-9999,"https://www.google.com/maps/place/Donatos+Pizza/@39.8640343,-84.314307,17z/data=!3m1!4b1!4m5!3m4!1s0x883f805f8e32e5b3:0xc3a5f6cc1b9ad641!8m2!3d39.8640302!4d-84.3121183",Donatos Pizza,811 Union Blvd,OH,ENGLEWOOD,Scraped
Donatos Pizza 861 N State St WESTERVILLE OH,(614) 891-6333,"https://www.google.com/maps/place/Donatos+Pizza/@40.1322689,-82.9433286,14z/data=!4m8!1m2!2m1!1sDonatos+Pizza+861+N+State+St+WESTERVILLE+OH+43082-8326+(614)+891-6333!3m4!1s0x8838f596ae48943b:0x510a799e69a3c2eb!8m2!3d40.1483964!4d-82.9234148",Donatos Pizza,861 N State St,OH,WESTERVILLE,Scraped
Donatos Pizza 2115 Eakin Road COLUMBUS OH,(614) 275-4400,"https://www.google.com/maps/place/Donatos+Pizza/@39.9301324,-83.0550085,17z/data=!3m1!4b1!4m5!3m4!1s0x88388563fa75c2b3:0xac1b4484ff411a90!8m2!3d39.9301283!4d-83.0528198",Donatos Pizza,2115 Eakin Road,OH,COLUMBUS,Scraped
Donatos Pizza 5620 Crawfordsville Rd INDIANAPOLIS IN,(317) 487-2880,"https://www.google.com/maps/place/Donatos+Pizza/@39.7954087,-86.2606023,17z/data=!3m2!4b1!5s0x886ca82aee799751:0x7edf0a3a03679f2c!4m5!3m4!1s0x886ca9cd68e5e457:0xcb9c6810392cd06e!8m2!3d39.7954046!4d-86.2584136",Donatos Pizza,5620 Crawfordsville Rd,IN,INDIANAPOLIS,Scraped
Donatos Pizza 280 S Grant Ave COLUMBUS OH,(614) 464-2500,"https://www.google.com/maps/place/Donatos+Pizza/@39.9574308,-82.9918572,17z/data=!3m1!4b1!4m5!3m4!1s0x883888cbbc647057:0x31a8adac50f48c58!8m2!3d39.9574267!4d-82.9896685",Donatos Pizza,280 S Grant Ave,OH,COLUMBUS,Scraped
Donatos Pizza 815 S Main St BELLEFONTAINE OH,(937) 592-1100,"https://www.google.com/maps/place/Donatos+Pizza/@40.3501039,-83.762818,17z/data=!3m1!4b1!4m5!3m4!1s0x883f2f7ddccae4cf:0x31d217c4351b0b43!8m2!3d40.3500998!4d-83.7606293",Donatos Pizza,815 S Main St,OH,BELLEFONTAINE,Scraped
Donatos Pizza 221 W High St MOUNT VERNON OH,(740) 397-3336,"https://www.google.com/maps/place/Donatos+Pizza/@40.3940158,-82.4908953,17z/data=!3m1!4b1!4m5!3m4!1s0x8839cb4db2219725:0x5d7fdd7576ca89e8!8m2!3d40.3940117!4d-82.4887066",Donatos Pizza,221 W High St,OH,MOUNT VERNON,Failed
Donatos Pizza 1508 N Cassady Ave COLUMBUS OH,(614) 418-4000,"https://www.google.com/maps/place/Donatos+Pizza/@40.0015706,-82.9312608,17z/data=!3m1!4b1!4m5!3m4!1s0x8838898d425d02d5:0x2acb07255a9733a3!8m2!3d40.0015665!4d-82.9290721",Donatos Pizza,1508 N Cassady Ave,OH,COLUMBUS,Scraped
Donatos Pizza 1211 Columbus Ave WASHINGTON COURT HOUSE OH,(740) 335-8000,"https://www.google.com/maps/place/Donatos+Pizza/@39.5456921,-83.4293094,17z/data=!3m1!4b1!4m5!3m4!1s0x884748ac7ccb7ddd:0x85592424d7a46562!8m2!3d39.545688!4d-83.4271207",Donatos Pizza,1211 Columbus Ave WASHINGTON,OH,COURT HOUSE,Failed
Donatos Pizza 7568 Worthington Galena Rd WORTHINGTON OH,(614) 431-1115,"https://www.google.com/maps/place/Donatos+Pizza/@40.1178567,-82.9902654,17z/data=!3m1!4b1!4m5!3m4!1s0x8838f34b296f5b23:0x7a36d484ecf33446!8m2!3d40.1178526!4d-82.9880767",Donatos Pizza,7568 Worthington Galena Rd,OH,WORTHINGTON,Scraped
Donatos Pizza 1891 Tamarack Cir N COLUMBUS OH,(614) 846-8411,"https://www.google.com/maps/place/Donatos+Pizza/@40.0773645,-82.9691105,17z/data=!3m1!4b1!4m5!3m4!1s0x88388b3e87fa43dd:0xe1f61c43ce9095c3!8m2!3d40.0773604!4d-82.9669218",Donatos Pizza,1891 Tamarack Cir,OH,N COLUMBUS,Failed
Donatos Pizza 3489 N High St COLUMBUS OH,(614) 268-9559,"https://www.google.com/maps/place/Donatos+Pizza/@40.0333131,-83.0188879,17z/data=!3m1!4b1!4m5!3m4!1s0x88388c3e426592a1:0xed349e84424e6576!8m2!3d40.033309!4d-83.0166992",Donatos Pizza,3489 N High St,OH,COLUMBUS,Scraped
Donatos Pizza 4055 Morse Xing COLUMBUS OH,(614) 470-6001,"https://www.google.com/maps/place/Donatos+Pizza/@40.0531616,-82.9228739,17z/data=!3m2!4b1!5s0x88388a89ca8803ef:0xe8c76fea317d4360!4m5!3m4!1s0x883860299f4c7571:0x47be164bc19cb07d!8m2!3d40.0531575!4d-82.9206852",Donatos Pizza,4055 Morse Xing,OH,COLUMBUS,Scraped
Donatos Pizza 122 S Sandusky St DELAWARE OH,(740) 362-0682,"https://www.google.com/maps/place/Donatos+Pizza/@40.2946378,-83.0708642,17z/data=!3m1!4b1!4m5!3m4!1s0x8838facff90834af:0xc3a67407b49e78e0!8m2!3d40.2946337!4d-83.0686755",Donatos Pizza,122 S Sandusky St,OH,DELAWARE,Scraped
Donatos Pizza 2835 S High St COLUMBUS OH,(614) 491-1112,"https://www.google.com/maps/place/Donatos+Pizza/@39.9037072,-82.997909,17z/data=!3m1!4b1!4m5!3m4!1s0x883885d82e576d4d:0x88991150cbd6664!8m2!3d39.9037031!4d-82.9957203",Donatos Pizza,2835 S High St,OH,COLUMBUS,Scraped
Donatos Pizza 3415 Broadway GROVE CITY OH,(614) 539-6222,"https://www.google.com/maps/place/Donatos+Pizza/@39.8944749,-83.0858915,17z/data=!3m1!4b1!4m5!3m4!1s0x88389b2be93895f9:0xb9262e8be3585feb!8m2!3d39.8944708!4d-83.0837028",Donatos Pizza,3415 Broadway,OH,GROVE CITY,Scraped
Donatos Pizza 1815 Brice Rd REYNOLDSBURG OH,(614) 861-0211,"https://www.google.com/maps/place/Donatos+Pizza/@39.9426704,-82.8325743,17z/data=!3m1!4b1!4m5!3m4!1s0x8838635d13ce8f13:0x98c42a87b1b12de4!8m2!3d39.9426663!4d-82.8303856",Donatos Pizza,1815 Brice Rd,OH,REYNOLDSBURG,Scraped
Donatos Pizza 2084 N High St COLUMBUS OH,(614) 294-5371,"https://www.google.com/maps/place/Donatos+Pizza/@40.0048136,-83.0108808,17z/data=!3m1!4b1!4m5!3m4!1s0x88388ebb6716802d:0x3906ee5c40aae8d1!8m2!3d40.0048095!4d-83.0086921",Donatos Pizza,2084 N High St,OH,COLUMBUS,Scraped
Donatos Pizza 2800 E Main St COLUMBUS OH,(614) 235-4477,"https://www.google.com/maps/place/Donatos+Pizza/@39.9932811,-83.0126414,12z/data=!4m8!1m2!2m1!1sDonatos+Pizza+2800+E+Main+St+COLUMBUS+OH+43209-2551+(614)+235-4477!3m4!1s0x8838883965071fe3:0xf1da061cead0f47b!8m2!3d39.9571492!4d-82.9236674",Donatos Pizza,2800 E Main St,OH,COLUMBUS,Scraped
Donatos Pizza 1913 S Alex Rd WEST CARROLLTON OH,(937) 859-3535,"https://www.google.com/maps/place/Donatos+Pizza/@39.6473364,-84.2457926,17z/data=!3m1!4b1!4m5!3m4!1s0x8840884422ca6313:0x7f786051c23590b1!8m2!3d39.6473323!4d-84.2436039",Donatos Pizza,1913 S Alex Rd,OH,WEST CARROLLTON,Scraped
Donatos Pizza 1366 Oakland Park Ave COLUMBUS OH,(614) 262-0840,"https://www.google.com/maps/place/Donatos+Pizza/@40.032217,-82.9786769,17z/data=!3m1!4b1!4m5!3m4!1s0x88388beb829af7c7:0x7031b892bbd1363!8m2!3d40.0322129!4d-82.9764882",Donatos Pizza,1366 Oakland Park Ave,OH,COLUMBUS,Scraped
Donatos Pizza 1915 Broadway NASHVILLE TN,(615) 625-2929,"https://www.google.com/maps/place/Donatos+Pizza/@36.1499003,-86.7996693,17z/data=!3m1!4b1!4m5!3m4!1s0x88646696a9ce94e7:0x5df48710e218ef71!8m2!3d36.149896!4d-86.7974806",Donatos Pizza,1915 Broadway,TN,NASHVILLE,Scraped
Donatos Pizza 1535 W 8th St ERIE PA,(814) 722-5900,"https://www.google.com/maps/place/Donatos+Pizza/@42.113947,-80.120244,17z/data=!3m1!4b1!4m5!3m4!1s0x88327ff27b1274cd:0x23cab2ec80997b8d!8m2!3d42.113943!4d-80.1180553",Donatos Pizza,1535 W 8th St,PA,ERIE,Scraped
Donatos Pizza 861 Fairview Ave BOWLING GREEN KY,(270) 715-5111,"https://www.google.com/maps/place/Donatos+Pizza/@36.9907633,-86.435314,17z/data=!3m1!4b1!4m5!3m4!1s0x8865ef4c16fa22f7:0x3297b0d3650b4629!8m2!3d36.990759!4d-86.4331253",Donatos Pizza,861 Fairview Ave,KY,BOWLING GREEN,Scraped
Donatos Pizza 116 Broadway E GRANVILLE OH,(740) 920-4774,"https://www.google.com/maps/place/Donatos+Pizza/@40.068235,-82.5217078,17z/data=!3m1!4b1!4m5!3m4!1s0x88383fd5445ad25f:0x582b113f0b19f322!8m2!3d40.0682309!4d-82.5195191",Donatos Pizza,116 Broadway,OH,E GRANVILLE,Failed
Donatos Pizza 3070 Boiling Springs Rd BOILING SPRINGS SC,(864) 606-4333,"https://www.google.com/maps/place/Donatos+Pizza/@35.0387955,-81.9760792,17z/data=!3m1!4b1!4m5!3m4!1s0x8857714ac272b763:0xe4f5302eda220f2f!8m2!3d35.0387911!4d-81.9738905",Donatos Pizza,3070 Boiling Springs Rd,SC,BOILING SPRINGS,Scraped
Donatos Pizza 1833 Republic Rd VIRGINIA BEACH VA,(757) 351-4511,"https://www.google.com/maps/place/Donatos+Pizza/@36.850346,-76.0289993,17z/data=!3m1!4b1!4m5!3m4!1s0x89b64be3dc7d078d:0x5fbeb1ff071d8990!8m2!3d36.8503417!4d-76.0268106",Donatos Pizza,1833 Republic Rd,VA,VIRGINIA BEACH,Scraped
Donatos Pizza 2024 Harris Pike INDEPENDENCE KY,(859) 356-1200,"https://www.google.com/maps/place/Donatos+Pizza/@38.9288454,-84.5455107,17z/data=!3m1!4b1!4m5!3m4!1s0x8841bebf31077ea3:0xca3f386f5b30d0f4!8m2!3d38.9288412!4d-84.543322",Donatos Pizza,2024 Harris Pike,KY,INDEPENDENCE,Scraped
Donatos Pizza 111 Seaboard Ave RALEIGH NC,(919) 828-5111,"https://www.google.com/maps/place/Donatos+Pizza/@36.3192513,-77.8938215,9z/data=!4m8!1m2!2m1!1sDonatos+Pizza+111+Seaboard+Ave+RALEIGH+NC+27604-1152+(919)+828-5111!3m4!1s0x89b64be3dc7d078d:0x5fbeb1ff071d8990!8m2!3d36.8503417!4d-76.0268106",Donatos Pizza,111 Seaboard Ave,NC,RALEIGH,Scraped
